着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id
1,6,11,モズアスコット,牡6,58,ルメール,1:22.7,,**,,,,,9-8,34.7,9.9,3,494(-4),,,,[西]矢作芳人,キャピタル・システム,"3,858.1",202005010211
2,3,5,コパノキッキング,セ5,58,マーフィ,1:22.9,1.1/4,**,,,,,2-2,35.6,1.9,1,482(-2),,,,[西]村山明,小林祥晃,"1,516.6",202005010211
3,4,7,スマートアヴァロン,牡8,56,石橋脩,1:23.1,1,**,,,,,12-12,34.6,39.0,9,512(-4),,,,[西]西園正都,大川徹,958.3,202005010211
4,8,15,ダノンフェイス,牡7,56,田辺裕信,1:23.2,3/4,**,,,,,5-6,35.3,11.8,5,534(-4),,,,[西]大久保龍,ダノックス,570.0,202005010211
5,3,6,ワイドファラオ,牡4,58,福永祐一,1:23.2,アタマ,**,,,,,4-4,35.5,10.1,4,508(+6),,,,[西]角居勝彦,幅田昌伸,380.0,202005010211
6,1,1,テーオージーニアス,牡5,56,川須栄彦,1:23.4,1.1/4,**,,,,,8-8,35.4,25.6,7,508(+4),,,,[西]梅田智之,小笹公也,,202005010211
7,5,10,ノボバカラ,牡8,56,内田博幸,1:23.4,クビ,**,,,,,9-10,35.1,299.3,15,510(-10),,,,[西]森秀行,ＬＳ．Ｍ,,202005010211
8,2,4,ワンダーリーデル,牡7,57,横山典弘,1:23.5,1/2,**,,,,,12-13,34.7,12.6,6,530(-2),,,,[西]安田翔伍,山本能成,,202005010211
9,4,8,ブルベアイリーデ,牡4,56,丸山元気,1:23.6,1/2,**,,,,,11-10,35.2,34.0,8,492(+6),,,,[西]杉山晴紀,ブルアンドベア,,202005010211
10,5,9,カフジテイク,牡8,56,津村明秀,1:23.6,クビ,**,,,,,14-14,34.6,60.9,11,500(-6),,,,[西]湯窪幸雄,加藤守,,202005010211
11,2,3,ミッキーワイルド,牡5,56,Ｍ．デム,1:24.0,2.1/2,**,,,,,5-5,36.2,4.9,2,514(+8),,,,[西]安田隆行,野田みづき,,202005010211
12,6,12,アードラー,牡6,56,ミナリク,1:24.0,ハナ,**,,,,,14-14,34.9,97.4,12,482(-6),,,,[西]音無秀孝,吉澤克己,,202005010211
13,1,2,テーオーヘリオス,牡8,56,石川裕紀,1:24.2,1.1/4,**,,,,,5-6,36.3,266.3,14,520(-2),,,,[西]梅田智之,小笹公也,,202005010211
14,8,16,ドリームキラリ,牡8,56,坂井瑠星,1:24.3,3/4,**,,,,,1-1,37.0,41.2,10,488(-6),,,,[西]矢作芳人,ライオンレースホース,,202005010211
15,7,13,ヨシオ,牡7,56,佐藤友則,1:24.7,2.1/2,**,,,,,3-3,37.2,134.9,13,486(-4),,,,[西]森秀行,岩見裕輔,,202005010211
16,7,14,サングラス,牡9,56,北村宏司,1:24.7,ハナ,**,,,,,16-16,35.3,387.2,16,508(-4),,,,[西]谷潔,玉置潔,,202005010211
1,6,6,エクセランフィーユ,牝4,54,マーフィ,1:47.8,,**,,,,,1-1-1,33.2,2.8,1,422(+16),,,,[東]木村哲也,サンデーレーシング,"1,100.0",202005010212
2,8,9,ダディーズマインド,牡4,56,宮崎北斗,1:47.9,1/2,**,,,,,2-2-2,33.1,8.8,5,496(+24),,,,[東]青木孝文,田島大史,440.0,202005010212
3,4,4,トーセングラン,牡4,56,横山和生,1:48.2,2,**,,,,,4-5-5,33.1,3.7,2,436(+4),,,,[東]田村康仁,島川隆哉,280.0,202005010212
4,7,8,エピックスター,セ5,57,田辺裕信,1:48.3,1/2,**,,,,,6-7-5,33.2,7.6,4,438(0),,,,[東]田村康仁,子安裕樹,170.0,202005010212
5,3,3,ショウナンバビアナ,牝4,54,吉田豊,1:48.4,1/2,**,,,,,3-3-3,33.5,9.5,6,476(-2),,,,[東]上原博之,国本哲秀,110.0,202005010212
6,1,1,エニグマバリエート,牡8,57,坂井瑠星,1:48.7,2,**,,,,,6-6-5,33.6,144.5,9,494(0),,,,[東]戸田博文,平井裕,,202005010212
7,2,2,エターナルヴィテス,牡4,56,田中勝春,1:49.1,2,**,,,,,8-7-8,33.8,12.7,7,492(+4),,,,[東]松山将樹,永井廣司,,202005010212
8,5,5,タニノホウザン,牡6,57,武士沢友,1:49.4,2,**,,,,,10-10-10,33.9,290.6,10,472(+1),,,,[東]星野忍,谷口祐人,,202005010212
9,7,7,エフティスパークル,牡7,57,Ｍ．デム,1:49.4,ハナ,**,,,,,9-9-8,34.0,19.2,8,468(-4),,,,[東]鹿戸雄一,吉野英子,,202005010212
10,8,10,キングテセウス,牡4,56,ルメール,1:49.6,1.1/4,**,,,,,4-3-3,34.7,6.8,3,516(-2),,,,[東]木村哲也,保坂和孝,,202005010212
1,7,13,トリプルシックス,牝3,54,横山和生,1:19.6,,**,,,,,2-2,37.4,8.3,3,468(+2),,,,[東]古賀史生,西森功,510.0,202005010301
2,1,2,ヨシオドライヴ,牡3,56,大庭和弥,1:19.7,3/4,**,,,,,9-9,36.5,16.0,7,490(-6),,,,[東]清水英克,井村誉志雄,200.0,202005010301
3,4,7,ダイシンウィット,牡3,56,津村明秀,1:19.9,1.1/2,**,,,,,1-1,37.8,5.7,2,498(-2),,,,[東]小笠倫弘,大八木信行,130.0,202005010301
4,2,4,スズカキングボス,牡3,56,内田博幸,1:20.0,クビ,**,,,,,2-2,37.8,2.0,1,462(-4),,,,[東]田中剛,永井啓弍,77.0,202005010301
5,5,9,ニーケススマイル,牡3,56,松岡正海,1:20.3,2,**,,,,,5-4,37.9,9.8,4,458(0),,,,[東]蛯名利弘,高橋ファーム,51.0,202005010301
6,1,1,ヤサカパフィー,牝3,54,武藤雅,1:20.8,3,**,,,,,4-4,38.4,12.0,6,472(+4),,,,[東]水野貴広,志邑宣彦,,202005010301
7,4,8,ゴラッソゴール,牡3,56,田辺裕信,1:20.9,1/2,**,,,,,12-12,37.0,28.4,8,470(+4),,,,[東]武市康男,東海林貴大,,202005010301
8,5,10,スイスライツ,牡3,56,江田照男,1:21.2,1.3/4,**,,,,,5-4,38.8,10.3,5,462(-2),,,,[東]竹内正洋,永田博之,,202005010301
9,3,5,ローズブランシェ,牝3,54,武士沢友,1:21.3,1/2,**,,,,,8-7,38.5,84.5,11,436(-8),,,,[東]小桧山悟,島川隆哉,,202005010301
10,3,6,ビッグセント,牡3,56,北村宏司,1:21.3,アタマ,**,,,,,10-10,37.8,226.8,13,452(+4),,,,[東]田中清隆,ビッグ,,202005010301
11,2,3,シゲルナガレボシ,牝3,53,菊沢一樹,1:21.7,2.1/2,**,,,,,7-7,38.8,118.3,12,450(+6),,,,[東]浅野洋一,森中蕃,,202005010301
12,8,16,ダンブルドア,牡3,56,嘉藤貴行,1:21.7,ハナ,**,,,,,14-14,37.4,46.5,10,534(+4),,,,[東]田中清隆,嶋田賢,,202005010301
13,6,12,レイニーウェイ,牡3,56,大野拓弥,1:22.2,3,**,,,,,10-11,38.5,33.4,9,456(+4),,,,[東]田島俊明,鈴木邦英,,202005010301
14,6,11,ナックライオン,牡3,54,木幡育也,1:22.2,クビ,**,,,,,12-13,38.0,321.1,14,524(+3),,,,[東]杉浦宏昭,小松欣也,,202005010301
14,8,15,クンクンクン,牝3,54,岩部純二,1:22.2,同着,**,,,,,16-16,36.6,381.3,15,438(-4),,,,[東]加藤和宏,ミルファーム,,202005010301
16,7,14,ゴーイングヒーロー,牡3,56,宮崎北斗,1:22.5,1.3/4,**,,,,,14-14,38.1,472.7,16,422(+14),,,,[東]松山将樹,スリースターズレーシング,,202005010301
1,5,10,レッチェバロック,牝3,54,ルメール,1:25.1,,**,,,,,1-1,36.9,2.1,1,484(0),,,,[東]藤沢和雄,吉田和美,600.0,202005010302
2,6,12,プレシャスガール,牝3,54,津村明秀,1:27.1,大,**,,,,,4-4,38.4,2.5,2,458(0),,,,[西]藤岡健一,ニューワールドレーシング,240.0,202005010302
3,8,16,バルボア,牡3,56,横山和生,1:27.8,4,**,,,,,3-2,39.4,42.6,8,476(0),,,,[西]飯田祐史,カナヤマホールディングス,150.0,202005010302
4,1,2,ニシノリーチキング,牡3,56,松岡正海,1:27.9,1/2,**,,,,,5-5,39.0,7.4,3,506(0),,,,[東]松山将樹,西山茂行,90.0,202005010302
5,7,14,ヤマタケヴォイス,牡3,56,岩部純二,1:28.3,2.1/2,**,,,,,2-2,39.9,15.2,4,478(0),,,,[東]萱野浩二,山中和子,60.0,202005010302
6,2,4,アイドルヲサガセ,牝3,54,田辺裕信,1:28.4,3/4,**,,,,,8-8,38.5,24.3,5,446(0),,,,[東]小西一男,福田光博,,202005010302
7,1,1,ポッシビリテ,牝3,54,江田照男,1:29.0,3.1/2,**,,,,,7-7,39.6,64.5,10,510(0),,,,[東]田中剛,ノースヒルズ,,202005010302
8,8,15,サーブルルミエール,牡3,56,武藤雅,1:29.2,1.1/2,**,,,,,5-6,40.2,81.4,11,460(0),,,,[東]伊藤大士,落合幸弘,,202005010302
9,3,5,ジネン,牡3,56,吉田豊,1:30.9,大,**,,,,,11-12,39.1,37.9,7,476(0),,,,[西]高橋義忠,杉山忠国,,202005010302
10,4,7,スズカワッペン,牝3,53,野中悠太,1:31.3,2.1/2,**,,,,,8-10,39.9,273.1,15,390(0),,,,[東]小島茂之,永井啓弍,,202005010302
11,7,13,ノアエリザベス,牝3,54,武士沢友,1:31.8,3,**,,,,,12-10,40.3,197.2,12,416(0),,,,[東]古賀史生,佐山公男,,202005010302
12,5,9,グラスエメラルダ,牝3,53,菊沢一樹,1:32.0,1.1/2,**,,,,,14-14,39.0,54.4,9,418(0),,,,[東]松山将樹,半沢,,202005010302
13,3,6,ヴォロンティエ,牝3,54,大野拓弥,1:32.0,ハナ,**,,,,,13-14,39.0,34.6,6,418(0),,,,[東]小島茂之,清宮義男,,202005010302
14,6,11,ミニマムーン,牝3,54,内田博幸,1:32.0,クビ,**,,,,,14-13,39.2,225.8,14,428(0),,,,[東]松山将樹,明栄商事,,202005010302
15,2,3,ハリスン,牡3,56,柴田未崎,1:32.7,4,**,,,,,8-9,41.5,216.1,13,454(0),,,,[東]和田雄二,薪浦亨,,202005010302
16,4,8,ハピネスサンダー,牡3,56,伊藤工真,1:34.2,9,**,,,,,16-16,39.6,355.2,16,498(0),,,,[東]本間忍,大島芳子,,202005010302
1,3,5,カフェスペランツァ,牡3,56,北村宏司,1:38.9,,**,,,,,4-4,37.2,13.8,6,502(+4),,,,[東]中舘英二,西川恭子,510.0,202005010303
2,8,16,ディーエスプルーフ,牡3,56,ルメール,1:39.6,4,**,,,,,7-7,37.7,3.0,1,452(+4),,,,[東]伊藤圭三,秋谷壽之,200.0,202005010303
3,1,1,カッチョカバロ,牡3,56,石橋脩,1:39.7,3/4,**,,,,,1-1,38.3,3.6,2,496(+6),,,,[東]牧光二,平田修,130.0,202005010303
4,8,15,サイモンルグラン,牡3,56,田辺裕信,1:39.8,3/4,**,,,,,10-7,37.9,5.7,3,494(-4),,,,[東]勢司和浩,澤田昭紀,77.0,202005010303
5,7,14,アバグネイル,牡3,56,ミナリク,1:39.9,1/2,**,,,,,10-10,37.7,9.7,5,506(+6),,,,[東]手塚貴久,シルクレーシング,51.0,202005010303
6,6,12,トリトン,牡3,56,内田博幸,1:39.9,アタマ,**,,,,,4-4,38.3,7.1,4,510(+18),,,,[東]古賀慎明,村野康司,,202005010303
7,2,3,セイカタチバナ,牡3,56,津村明秀,1:40.0,クビ,**,,,,,7-7,38.1,81.7,13,482(0),,,,[東]南田美知,久米大,,202005010303
8,1,2,コスモケルビン,牡3,56,木幡巧也,1:40.5,3,**,,,,,2-2,39.0,64.2,11,514(+28),,,,[東]佐藤吉勝,ビッグレッドファーム,,202005010303
9,4,8,レベンディス,牡3,56,丸山元気,1:40.5,クビ,**,,,,,12-10,38.3,31.0,7,502(-2),,,,[東]高柳瑞樹,シルクレーシング,,202005010303
10,3,6,セントガブリエル,牝3,53,菊沢一樹,1:40.7,1,**,,,,,4-6,38.9,34.1,8,448(-10),,,,[東]菊沢隆徳,馬目卓,,202005010303
11,5,10,イッツオーライト,牡3,56,柴田善臣,1:40.8,3/4,**,,,,,13-13,38.3,39.0,9,450(-6),,,,[東]竹内正洋,田島榮二郎,,202005010303
12,2,4,アカリリチャード,牡3,55,野中悠太,1:41.6,5,**,,,,,13-13,39.2,280.3,16,472(0),,,,[東]上原博之,小林祥晃,,202005010303
13,4,7,セイウンハテンコウ,牡3,56,武士沢友,1:42.0,2.1/2,**,,,,,15-15,39.2,81.0,12,506(0),,,,[東]武市康男,西山茂行,,202005010303
14,5,9,ソルレオーネ,牡3,56,大野拓弥,1:42.3,2,**,,,,,2-2,40.8,56.1,10,486(-2),,,,[東]大竹正博,ＹＧＧホースクラブ,,202005010303
15,7,13,ユニバーサルタイム,牡3,56,宮崎北斗,1:42.5,3/4,**,,,,,15-16,39.5,152.2,14,494(+2),,,,[東]中川公成,山上和良,,202005010303
16,6,11,キタノリベラル,牡3,56,江田照男,1:45.8,大,**,,,,,7-10,43.7,201.0,15,516(+10),,,,[東]小笠倫弘,北所直人,,202005010303
1,7,13,ムーランアンディゴ,牡3,56,大野拓弥,1:26.0,,**,,,,,8-8,36.8,2.2,1,486(+2),,,,[東]田中博康,村上卓史,730.0,202005010304
2,4,7,カイアワセ,牝3,54,武士沢友,1:26.1,3/4,**,,,,,8-8,37.0,120.6,14,436(-2),,,,[東]星野忍,内田玄祥,290.0,202005010304
3,3,4,テンサイドカップ,牝3,54,内田博幸,1:26.2,1/2,**,,,,,5-5,37.3,21.3,8,466(0),,,,[東]矢野英一,天白泰司,180.0,202005010304
4,6,11,スズカコーズマンボ,牡3,56,北村宏司,1:26.3,1/2,**,,,,,15-15,36.4,13.2,5,476(+12),,,,[東]伊藤圭三,永井啓弍,110.0,202005010304
5,6,10,ミツカネプリンス,牡3,56,津村明秀,1:26.4,3/4,**,,,,,12-11,37.0,27.2,11,450(0),,,,[東]鈴木伸尋,小山田満,73.0,202005010304
6,5,8,ファイヴレター,牡3,55,菊沢一樹,1:26.7,2,**,,,,,8-8,37.5,72.9,13,448(+4),,,,[東]佐藤吉勝,熊坂俊一,,202005010304
7,3,5,プリンサン,牝3,54,武藤雅,1:26.8,クビ,**,,,,,12-11,37.4,166.3,15,424(0),,,,[東]伊藤圭三,是枝浩平,,202005010304
8,1,1,ハヤブサペコムスメ,牝3,54,松岡正海,1:27.0,1.1/4,**,,,,,2-2,38.3,28.9,12,454(+2),,,,[東]尾形和幸,武田修,,202005010304
9,5,9,メイショウユリシス,牝3,54,柴田善臣,1:27.0,アタマ,**,,,,,14-14,37.3,9.9,4,466(-2),,,,[西]高橋亮,松本好隆,,202005010304
10,8,15,ナムラボス,牡3,56,丸山元気,1:27.2,1.1/2,**,,,,,1-1,38.8,25.6,10,460(+2),,,,[西]羽月友彦,奈村睦弘,,202005010304
11,8,14,サトノポーラスター,牡3,56,ミナリク,1:27.3,1/2,**,,,,,2-2,38.7,9.1,3,512(-2),,,,[東]大和田成,サトミホースカンパニー,,202005010304
12,4,6,ペイシャチャーム,牝3,54,横山和生,1:27.4,クビ,**,,,,,5-5,38.4,17.4,7,442(0),,,,[東]高市圭二,北所直人,,202005010304
13,7,12,アポロティアモ,牡3,56,石川裕紀,1:27.5,3/4,**,,,,,5-5,38.5,6.4,2,492(0),,,,[東]岩戸孝樹,アポロサラブレッドクラブ,,202005010304
14,2,3,ハディア,牡3,56,石橋脩,1:28.1,3.1/2,**,,,,,2-2,39.5,22.0,9,468(+14),,,,[東]粕谷昌央,ターフ・スポート,,202005010304
15,2,2,セレンディピア,牡3,54,木幡育也,1:28.4,1.3/4,**,,,,,11-11,39.1,13.9,6,460(-2),,,,[東]尾形和幸,ノルマンディーサラブレッドレーシング,,202005010304
1,8,16,スパングルドスター,牝3,54,Ｍ．デム,1:49.3,,**,,,,,4-4-2,34.4,4.6,2,434(-10),,,,[東]藤沢和雄,社台レースホース,510.0,202005010305
2,6,11,レッドペルーシュ,牝3,54,田中勝春,1:49.3,クビ,**,,,,,14-13-13,33.7,79.7,11,406(-2),,,,[東]宗像義忠,東京ホースレーシング,200.0,202005010305
3,7,13,コトブキテティス,牝3,54,武藤雅,1:49.3,ハナ,**,,,,,10-11-11,33.8,2.4,1,426(-6),,,,[東]田島俊明,尾上松壽,130.0,202005010305
4,3,6,アプローズユウ,牝3,54,丸山元気,1:49.7,2.1/2,**,,,,,6-6-5,34.6,20.4,7,464(-6),,,,[東]手塚貴久,星野壽市,77.0,202005010305
5,1,1,オウケンザパール,牝3,54,木幡巧也,1:49.8,1/2,**,,,,,16-15-15,34.0,149.2,14,442(-2),,,,[東]国枝栄,福井明,51.0,202005010305
6,3,5,ガルナッチャ,牝3,54,横山和生,1:49.8,ハナ,**,,,,,10-8-8,34.5,7.0,4,438(-4),,,,[東]高市圭二,チームユッキレーシング,,202005010305
7,6,12,カナワン,牝3,54,吉田豊,1:50.0,1,**,,,,,10-11-11,34.5,119.3,12,448(+10),,,,[東]竹内正洋,由井健太郎,,202005010305
8,5,9,ソスピタ,牝3,53,野中悠太,1:50.1,3/4,**,,,,,4-4-5,35.1,5.6,3,428(-14),,,,[東]畠山吉宏,ビッグレッドファーム,,202005010305
9,4,8,デュアルネイチャー,牝3,54,内田博幸,1:50.1,クビ,**,,,,,6-6-5,35.1,45.9,10,440(-6),,,,[東]国枝栄,Ｇ１レーシング,,202005010305
10,8,15,ユースフルラヴ,牝3,54,津村明秀,1:50.1,アタマ,**,,,,,6-8-8,34.9,34.0,8,412(-2),,,,[東]田中博康,吉田晴哉,,202005010305
11,2,4,ルレーヴドゥリリ,牝3,54,松岡正海,1:50.2,クビ,**,,,,,6-8-8,35.0,35.5,9,486(+2),,,,[東]田中剛,加藤誠,,202005010305
12,7,14,パンゲア,牝3,54,北村宏司,1:50.6,2.1/2,**,,,,,1-3-2,35.8,13.3,5,438(-4),,,,[東]伊藤大士,ニッシンホールディングス,,202005010305
13,1,2,グロワールポン,牝3,54,柴田善臣,1:50.9,2,**,,,,,14-15-15,35.0,189.9,15,474(-14),,,,[東]田中清隆,花野友象,,202005010305
14,2,3,セルフィーバイブス,牝3,53,菊沢一樹,1:51.0,クビ,**,,,,,10-13-13,35.3,147.3,13,448(+12),,,,[東]国枝栄,飯田正剛,,202005010305
15,4,7,デイジーテソーロ,牝3,52,木幡育也,1:51.3,2,**,,,,,2-2-2,36.4,272.6,16,414(-4),,,,[東]畠山吉宏,了徳寺健二ホールディングス,,202005010305
16,5,10,リメインオブザデイ,牝3,54,石川裕紀,1:51.5,1.1/4,**,,,,,2-1-1,36.9,18.1,6,402(+4),,,,[東]田島俊明,ビッグレッドファーム,,202005010305
1,2,2,エターナルボンド,牡3,56,田辺裕信,2:27.2,,**,,,,,3-4-4-2,34.2,5.6,4,510(+2),,,,[東]伊藤圭三,社台レースホース,510.0,202005010306
2,6,10,リアム,牡3,56,ルメール,2:27.5,1.3/4,**,,,,,10-2-2-2,34.6,2.3,1,520(0),,,,[東]萩原清,サンデーレーシング,200.0,202005010306
3,5,9,ウシュバテソーロ,牡3,56,江田照男,2:27.8,1.3/4,**,,,,,9-8-8-7,34.3,5.3,3,514(0),,,,[東]高木登,了徳寺健二ホールディングス,130.0,202005010306
4,1,1,ラインストリーム,牡3,56,武藤雅,2:28.5,4,**,,,,,13-13-11-10,34.9,32.9,8,452(+2),,,,[東]武藤善則,大澤繁昌,77.0,202005010306
5,2,3,カランクール,牝3,54,吉田豊,2:28.5,ハナ,**,,,,,4-6-7-7,35.1,25.2,6,474(-2),,,,[東]粕谷昌央,日進牧場,51.0,202005010306
6,4,6,マイロングタイム,牡3,56,村田一誠,2:28.6,1/2,**,,,,,4-6-6-5,35.4,259.5,12,450(-2),,,,[東]藤原辰雄,佐藤良二,,202005010306
7,6,11,ミスヒアリング,牝3,54,丸山元気,2:28.7,3/4,**,,,,,2-2-4-5,35.5,55.4,10,514(+28),,,,[東]根本康広,犬塚悠治郎,,202005010306
8,4,7,ハーツシンフォニー,牡3,56,柴田善臣,2:29.1,2.1/2,**,,,,,10-11-11-10,35.5,5.2,2,478(-2),,,,[東]戸田博文,ＤＭＭドリームクラブ,,202005010306
9,8,14,ケイアイタカプナ,牡3,56,大野拓弥,2:29.1,ハナ,**,,,,,6-4-3-2,36.2,45.5,9,462(0),,,,[東]田村康仁,亀田和弘,,202005010306
10,5,8,ハラハラドキドキ,牡3,55,野中悠太,2:29.1,クビ,**,,,,,7-10-10-10,35.4,74.1,11,452(0),,,,[東]久保田貴,廣崎利洋ＨＤ,,202005010306
11,8,15,コスモタイシ,牡3,56,ミナリク,2:29.3,1.1/2,**,,,,,1-1-1-1,36.4,31.8,7,468(+10),,,,[東]高橋祥泰,岡田繁幸,,202005010306
12,3,5,ベリンダアン,牝3,54,Ｍ．デム,2:30.5,7,**,,,,,14-14-13-13,36.5,8.9,5,420(-6),,,,[東]大竹正博,ＴＵＲＦレーシング,,202005010306
13,7,13,スカッターガン,牡3,56,井上敏樹,2:31.2,4,**,,,,,7-8-8-7,37.8,402.9,14,526(0),,,,[東]和田正一,木部厳生,,202005010306
中,3,4,ゴールドミッション,牡3,56,松岡正海,,,**,,,,,12-12-14-13,,272.5,13,480(+8),,,,[東]伊藤伸一,コスモヴューファーム,,202005010306
取,7,12,エドノフェリーチェ,牝3,54,津村明秀,,,**,,,,,,,---,,計不,,,,[東]相沢郁,遠藤喜松,,202005010306
1,8,16,アポロチーター,牡4,57,木幡巧也,1:19.6,,**,,,,,3-3,36.9,6.2,3,530(0),,,,[東]岩戸孝樹,アポロサラブレッドクラブ,760.0,202005010307
2,3,6,タイキメサイア,牡5,57,丸山元気,1:19.7,3/4,**,,,,,7-4,36.9,7.4,4,514(0),,,,[東]高橋祥泰,大樹ファーム,300.0,202005010307
3,4,8,カーリングストーン,牡4,56,菊沢一樹,1:19.8,1/2,**,,,,,7-8,36.3,48.9,12,470(+6),,,,[東]菊沢隆徳,國分純,190.0,202005010307
4,5,9,バットオールソー,牡5,57,石橋脩,1:20.1,2,**,,,,,14-12,36.2,31.4,10,476(+8),,,,[東]大和田成,久保田定,110.0,202005010307
5,6,11,デルマカミカゼ,牡5,57,横山和生,1:20.2,クビ,**,,,,,9-7,37.0,15.3,6,466(+8),,,,[東]小野次郎,浅沼廣幸,76.0,202005010307
6,7,13,フレンドアリス,牝5,55,柴田善臣,1:20.4,1,**,,,,,5-4,37.5,28.1,9,464(0),,,,[東]南田美知,横尾晴人,,202005010307
7,4,7,スポーカンテソーロ,牝4,55,江田照男,1:20.4,クビ,**,,,,,9-8,36.9,18.1,7,514(-12),,,,[東]加藤士津,了徳寺健二ホールディングス,,202005010307
8,3,5,スパーダ,牡5,57,武藤雅,1:20.6,1.1/4,**,,,,,3-4,37.7,2.4,1,496(-4),,,,[東]加藤士津,了徳寺健二ホールディングス,,202005010307
9,8,15,ワールドイズマイン,牝4,55,Ｍ．デム,1:20.7,クビ,**,,,,,2-2,38.3,5.4,2,458(+4),,,,[東]金成貴史,レッドマジック,,202005010307
10,1,1,ヤマニンシーベリー,牝6,54,野中悠太,1:20.7,アタマ,**,,,,,11-12,36.9,215.2,15,458(+2),,,,[東]黒岩陽一,土井肇,,202005010307
11,2,4,ガチコ,牝6,55,ミナリク,1:20.8,1/2,**,,,,,16-15,36.7,15.2,5,482(+8),,,,[東]高橋文雅,日東牧場,,202005010307
12,6,12,バルトフォンテン,牡5,57,石川裕紀,1:21.4,3.1/2,**,,,,,11-10,37.8,34.8,11,516(+10),,,,[東]高橋裕,吉橋興生,,202005010307
13,2,3,ディアバビアナ,牝5,55,吉田豊,1:21.6,1.1/4,**,,,,,13-12,37.8,126.5,14,502(+26),,,,[東]高橋裕,ディアレストクラブ,,202005010307
14,1,2,ゴールドタンバリン,牝5,53,木幡育也,1:21.9,1.3/4,**,,,,,14-15,37.8,81.8,13,428(-2),,,,[東]池上昌和,吉田和美,,202005010307
15,7,14,ミユキメガバックス,牡4,57,内田博幸,1:22.0,3/4,**,,,,,1-1,39.6,24.7,8,548(+1),,,,[東]清水英克,長井純一,,202005010307
16,5,10,クリノジョヴァンナ,牝5,55,宮崎北斗,1:27.8,大,**,,,,,5-10,44.2,364.9,16,462(+6),,,,[東]蛯名利弘,栗本博晴,,202005010307
1,6,11,ゴールドフレーム,セ4,57,大野拓弥,1:38.5,,**,,,,,3-3,36.3,10.9,7,478(0),,,,[東]新開幸一,外池榮一郎,760.0,202005010308
2,3,4,パイロテクニクス,セ4,57,ルメール,1:38.8,2,**,,,,,5-6,36.2,4.6,2,512(+8),,,,[東]武藤善則,シルクレーシング,300.0,202005010308
3,5,9,ロジギムレット,牡4,57,丸山元気,1:39.0,1,**,,,,,4-4,36.7,10.8,6,474(+16),,,,[東]国枝栄,久米田正明,190.0,202005010308
4,6,10,ライトカラカゼ,牡5,57,石川裕紀,1:39.2,1.1/4,**,,,,,5-6,36.5,5.7,4,474(-4),,,,[東]相沢郁,星野壽市,110.0,202005010308
5,8,15,オープンザウェイ,セ8,57,木幡巧也,1:39.4,1,**,,,,,11-11,36.2,167.6,13,472(+4),,,,[東]菊川正達,ディアレストクラブ,76.0,202005010308
6,4,7,ヨクエロマンボ,セ7,57,横山典弘,1:39.4,クビ,**,,,,,13-11,36.1,5.6,3,468(0),,,,[東]藤原辰雄,平井裕,,202005010308
7,1,1,ドーファン,セ5,57,吉田豊,1:39.5,1/2,**,,,,,12-13,36.0,38.6,8,532(+12),,,,[東]中川公成,シルクレーシング,,202005010308
8,2,2,ブルーエクセレンス,牡4,57,津村明秀,1:39.5,アタマ,**,,,,,5-4,37.1,3.9,1,482(0),,,,[東]金成貴史,ゴドルフィン,,202005010308
9,8,14,デストロイ,牡6,57,Ｍ．デム,1:39.6,1/2,**,,,,,9-9,36.6,6.6,5,524(+8),,,,[東]高橋裕,諸岡慶,,202005010308
10,5,8,アールグランツ,牡4,57,武藤雅,1:39.9,2,**,,,,,2-2,38.0,62.9,10,476(+2),,,,[東]鈴木伸尋,前原敏行,,202005010308
11,3,5,クリスエステソーロ,牡5,57,江田照男,1:40.0,3/4,**,,,,,1-1,38.2,69.4,11,512(0),,,,[東]加藤士津,了徳寺健二ホールディングス,,202005010308
12,4,6,ヤサカリベルテ,牡4,57,柴田善臣,1:40.8,5,**,,,,,9-9,37.9,267.6,14,464(+10),,,,[東]水野貴広,志邑宣彦,,202005010308
13,2,3,サンマルライバル,牡6,57,嘉藤貴行,1:41.0,1.1/4,**,,,,,8-6,38.3,374.3,15,482(+10),,,,[東]佐藤吉勝,相馬勇,,202005010308
14,7,13,ジョイナイト,牡4,56,菊沢一樹,1:45.7,大,**,,,,,15-15,40.9,113.7,12,502(+6),,,,[東]武市康男,西村亮二,,202005010308
15,7,12,ジェイエルノブレス,牝5,55,田辺裕信,1:45.9,1.1/2,**,,,,,13-14,42.3,39.5,9,464(+2),,,,[東]小西一男,橋元幸人,,202005010308
1,5,10,ビッククインバイオ,牝3,54,大野拓弥,1:21.7,,**,,,,,3-3,34.2,4.6,2,476(-2),,,,[東]牧光二,バイオ,"1,045.7",202005010309
2,3,6,クリノプレミアム,牝3,54,丸山元気,1:21.8,1/2,**,,,,,5-6,34.1,7.7,4,454(-8),,,,[東]伊藤伸一,栗本博晴,410.2,202005010309
3,8,16,バトルカグヤ,牝3,54,津村明秀,1:22.1,2,**,,,,,1-1,35.2,34.1,10,452(0),,,,[西]本田優,宮川秋信,255.1,202005010309
