race_id,馬名,着順_num,予測スコア,予測順位,単勝オッズ,人気,勝ち確率,単勝期待値
202505010103,アルデココ,16.0,0.001982416778643978,14.0,310.2,16.0,0.001982416778643978,-0.38505431526463796
202505010103,ボンジュールアスク,9.0,0.0009005158374624864,15.0,76.3,10.0,0.0009005158374624864,-0.9312906416016122
202505010103,プリティパール,5.0,0.0003145462985219265,16.0,232.7,14.0,0.0003145462985219265,-0.9268050763339477
202505010104,ベリタバグス,4.0,0.27695780699358447,1.0,3.8,2.0,0.27695780699358447,0.052439666575620825
202505010104,バタール,6.0,0.22172175691014528,2.0,16.1,4.0,0.22172175691014528,2.5697202862533395
202505010104,タガノバビロン,2.0,0.21331270786845186,3.0,7.8,3.0,0.21331270786845186,0.6638391213739245
202505010104,サノノワンダー,3.0,0.07883274202194522,4.0,40.2,9.0,0.07883274202194522,2.169076229282198
202505010104,ロードリベラシオン,8.0,0.07126802651310915,5.0,24.7,8.0,0.07126802651310915,0.760320254873796
202505010104,シンビリーブ,7.0,0.049767229402999005,6.0,22.1,7.0,0.049767229402999005,0.09985576980627808
202505010104,ヘニーガイスト,1.0,0.01874899103638104,7.0,1.7,1.0,0.01874899103638104,-0.9681267152381522
202505010104,クラリネットソナタ,5.0,0.01813345325914321,8.0,18.7,6.0,0.01813345325914321,-0.6609044240540219
202505010104,マリブオレンジ,11.0,0.015637484715004518,9.0,17.7,5.0,0.015637484715004518,-0.7232165205444201
202505010104,リュキア,9.0,0.0060727701345537465,10.0,166.5,12.0,0.0060727701345537465,0.011116227403198842
202505010104,チンプンカンプン,10.0,0.0010713813100694455,11.0,152.5,11.0,0.0010713813100694455,-0.8366143502144096
202505010104,イッシンフラン,12.0,1.9414536729361345e-06,12.0,139.8,10.0,1.9414536729361345e-06,-0.9997285847765235
202505010104,アリオーンスマイル,13.0,8.683246225443005e-07,13.0,597.7,13.0,8.683246225443005e-07,-0.9994810023731052
202505010105,マテンロウバローズ,1.0,0.2485690201839203,1.0,4.2,2.0,0.2485690201839203,0.04398988477246535
202505010105,ヴノ,3.0,0.2095874116576557,2.0,10.3,5.0,0.2095874116576557,1.158750340073854
202505010105,セゾンデフィーユ,2.0,0.12630610233822837,3.0,2.5,1.0,0.12630610233822837,-0.6842347441544291
202505010105,ダノンブロッサム,9.0,0.024922069131837577,4.0,5.2,3.0,0.024922069131837577,-0.8704052405144446
202505010105,インマイハート,10.0,0.012971226056465734,5.0,55.0,10.0,0.012971226056465734,-0.28658256689438466
202505010105,タカミノガコイ,4.0,0.009278183171305665,6.0,51.7,9.0,0.009278183171305665,-0.5203179300434971
202505010105,アンスリウムリリー,16.0,0.0035125843057968727,7.0,180.0,16.0,0.0035125843057968727,-0.36773482495656296
202505010105,アスクガンバーレ,15.0,0.0022068729637153383,8.0,17.8,6.0,0.0022068729637153383,-0.960717661245867
