着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id
10,1,1,ロードヴァンドール,牡7,57,横山和生,1:59.9,1/2,**,,,,,5-5-7,34.9,41.0,11,506(-2),,,,[西]昆貢,ロードホースクラブ,,202005010111
11,3,4,ドミナートゥス,牡5,56,大野拓弥,1:59.9,ハナ,**,,,,,2-2-2,35.4,15.6,7,488(+12),,,,[西]宮本博,サンデーレーシング,,202005010111
12,4,6,マイネルハニー,牡7,58,石橋脩,2:00.0,3/4,**,,,,,3-3-3,35.3,31.3,10,484(+2),,,,[東]栗田徹,サラブレッドクラブ・ラフィアン,,202005010111
13,3,3,カヴァル,牡5,56,津村明秀,2:00.0,クビ,**,,,,,10-9-10,34.8,13.8,6,506(0),,,,[東]勢司和浩,サンデーレーシング,,202005010111
14,8,13,エンジニア,牡7,56,田辺裕信,2:00.1,1/2,**,,,,,10-9-9,35.0,126.7,13,486(+4),,,,[東]牧光二,高嶋祐子,,202005010111
1,3,5,ドナアトラエンテ,牝4,54,マーフィ,1:47.2,,**,,,,,2-2-2,34.3,2.3,1,448(+10),,,,[東]国枝栄,サンデーレーシング,760.0,202005010112
2,4,7,ミトロジー,牡4,56,丸山元気,1:47.5,1.3/4,**,,,,,3-3-3,34.4,7.7,4,486(+6),,,,[東]尾関知人,シルクレーシング,300.0,202005010112
3,6,10,マイネルミュトス,牡4,56,丹内祐次,1:47.5,クビ,**,,,,,13-12-13,33.5,20.9,7,474(+2),,,,[東]鹿戸雄一,サラブレッドクラブ・ラフィアン,190.0,202005010112
4,8,14,キタサンバルカン,牡4,56,北村宏司,1:47.7,1.1/4,**,,,,,8-9-9,34.1,5.2,2,440(+12),,,,[東]奥村武,大野商事,110.0,202005010112
5,7,13,カナロアガール,牝4,54,田辺裕信,1:47.7,クビ,**,,,,,15-14-13,33.6,13.2,5,468(-2),,,,[東]田村康仁,広尾レース,76.0,202005010112
6,2,3,レローヴ,牝6,55,横山和生,1:47.8,クビ,**,,,,,8-6-7,34.4,307.8,14,510(+4),,,,[東]黒岩陽一,今中俊平,,202005010112
7,5,8,イサク,牡4,56,津村明秀,1:47.9,1/2,**,,,,,7-6-6,34.6,5.9,3,476(+2),,,,[東]岩戸孝樹,ゴドルフィン,,202005010112
8,8,15,スズカノロッソ,牡5,56,野中悠太,1:47.9,クビ,**,,,,,12-12-12,34.0,50.1,11,494(+6),,,,[東]小島茂之,永井啓弍,,202005010112
9,4,6,シトラスクーラー,セ7,57,大野拓弥,1:48.0,1/2,**,,,,,8-9-10,34.3,24.4,8,458(-4),,,,[東]高木登,Ｇ１レーシング,,202005010112
10,6,11,コスモアイトーン,牡4,56,木幡巧也,1:48.6,3.1/2,**,,,,,3-6-7,35.2,349.5,15,472(+4),,,,[東]佐藤吉勝,ビッグレッドファーム,,202005010112
11,3,4,グレンフィナン,セ5,57,ミナリク,1:48.7,1/2,**,,,,,3-3-3,35.5,25.9,9,488(+10),,,,[東]鹿戸雄一,Ｇ１レーシング,,202005010112
12,7,12,リーゼントシャルフ,牡6,57,松岡正海,1:48.7,クビ,**,,,,,11-9-10,35.0,295.2,13,476(0),,,,[東]林徹,三浦大輔,,202005010112
13,5,9,オールステリーナ,牝5,55,武藤雅,1:48.9,1.1/2,**,,,,,13-15-15,34.6,99.4,12,464(-34),,,,[東]松山将樹,宮田守,,202005010112
14,2,2,アイスブラスト,牡4,56,吉田豊,1:49.0,1/2,**,,,,,3-3-3,35.8,14.5,6,490(0),,,,[東]戸田博文,ＤＭＭドリームクラブ,,202005010112
15,1,1,コスモミローディア,牡4,56,宮崎北斗,1:49.7,4,**,,,,,1-1-1,36.8,43.6,10,460(+8),,,,[東]清水英克,ビッグレッドファーム,,202005010112
1,6,11,ダイチヴィット,牡3,56,江田照男,1:27.5,,**,,,,,6-6,36.7,20.7,6,456(+4),,,,[東]竹内正洋,荻伏服部牧場,510.0,202005010201
2,7,13,トーセンリヤン,牡3,56,横山和生,1:28.0,3,**,,,,,4-3,37.5,11.1,5,442(-4),,,,[東]池上昌和,島川隆哉,200.0,202005010201
3,3,5,グローサーベア,セ3,56,津村明秀,1:28.1,3/4,**,,,,,13-10,36.8,5.9,2,466(-6),,,,[東]矢野英一,社台レースホース,130.0,202005010201
4,5,9,クァンタムリープ,牡3,54,木幡育也,1:28.3,1,**,,,,,2-2,37.9,21.3,7,474(-2),,,,[東]鹿戸雄一,シルクレーシング,77.0,202005010201
5,2,2,ドロス,牡3,56,ルメール,1:28.3,クビ,**,,,,,1-1,37.9,1.9,1,490(-10),,,,[東]新開幸一,外池榮一郎,51.0,202005010201
6,8,14,チェリーガイア,牝3,53,野中悠太,1:28.7,2.1/2,**,,,,,2-3,38.2,73.2,9,462(-2),,,,[東]小西一男,櫻井悦朗,,202005010201
7,2,3,トーセンレビュー,牡3,56,木幡巧也,1:29.0,2,**,,,,,10-8,37.9,115.2,10,514(0),,,,[東]松永康利,島川隆哉,,202005010201
8,1,1,マロンジェム,牡3,56,内田博幸,1:29.1,1/2,**,,,,,6-6,38.4,25.3,8,488(+12),,,,[東]稲垣幸雄,フロンティア,,202005010201
9,4,6,フィーバス,牡3,56,ミナリク,1:29.8,4,**,,,,,4-5,39.2,7.2,4,476(+8),,,,[東]田中剛,松村真司,,202005010201
10,6,10,パレット,牝3,54,北村宏司,1:29.8,アタマ,**,,,,,9-8,38.7,205.6,13,448(+4),,,,[東]黒岩陽一,水上行雄,,202005010201
11,7,12,キタノタカワシ,牡3,56,吉田豊,1:30.0,1,**,,,,,10-10,38.6,180.1,12,458(+8),,,,[東]土田稔,北所直人,,202005010201
12,5,8,エバーバリュー,牝3,54,松岡正海,1:30.0,クビ,**,,,,,13-14,38.2,249.9,15,386(+6),,,,[東]小島茂之,宇田豊,,202005010201
13,4,7,キンバリープロセス,牡3,56,石橋脩,1:30.3,2,**,,,,,15-15,38.2,6.0,3,490(-14),,,,[東]手塚貴久,ゴドルフィン,,202005010201
14,8,15,スタニングビスタ,牝3,54,武藤雅,1:30.7,2.1/2,**,,,,,8-13,39.2,240.8,14,448(0),,,,[東]武藤善則,岡田牧雄,,202005010201
15,3,4,ネイチャーローズ,牡3,56,井上敏樹,1:30.7,ハナ,**,,,,,10-10,39.3,155.3,11,468(+12),,,,[東]根本康広,井上修一,,202005010201
1,8,15,ヤマノマタカ,牡3,56,石川裕紀,2:16.6,,**,,,,,3-3-2-2,38.4,3.2,1,464(-4),,,,[東]相沢郁,澤村敏雄,510.0,202005010202
2,1,1,ショウナンアクア,牡3,56,吉田豊,2:16.9,1.3/4,**,,,,,9-12-12-11,37.6,6.2,3,474(+2),,,,[東]古賀史生,国本哲秀,200.0,202005010202
3,4,7,セイウンカゲロウ,牡3,56,松岡正海,2:17.4,3,**,,,,,7-9-9-8,38.2,11.8,6,496(+2),,,,[東]奥平雅士,西山茂行,130.0,202005010202
4,2,4,スウィング,牡3,56,ミナリク,2:17.4,ハナ,**,,,,,9-9-6-5,38.5,4.2,2,478(+2),,,,[東]高柳瑞樹,カナヤマホールディングス,77.0,202005010202
5,7,14,クラウンマハロ,牡3,54,木幡育也,2:18.4,6,**,,,,,14-16-15-15,38.2,20.0,9,504(-6),,,,[東]尾形和幸,クラウン,51.0,202005010202
6,8,16,ディヒター,牡3,56,武藤雅,2:18.4,クビ,**,,,,,5-5-6-8,39.3,11.5,5,518(+6),,,,[東]林徹,林正道,,202005010202
7,7,13,グラスフレイバー,牡3,56,坂井瑠星,2:18.5,1/2,**,,,,,2-2-2-2,40.4,69.2,14,470(0),,,,[東]松永康利,尾田信夫,,202005010202
8,5,10,ゲンキチボン,牡3,56,佐藤友則,2:18.5,ハナ,**,,,,,14-14-14-13,38.7,48.9,11,468(-4),,,,[東]堀井雅広,荒井元明,,202005010202
9,3,6,ソルメンシス,牡3,56,田辺裕信,2:18.6,3/4,**,,,,,13-8-4-4,40.2,11.4,4,496(+8),,,,[東]菊川正達,ディアレストクラブ,,202005010202
10,3,5,ニシノゼノビア,牝3,54,岩部純二,2:18.6,クビ,**,,,,,9-9-9-8,39.4,261.1,16,458(-4),,,,[東]萱野浩二,西山茂行,,202005010202
11,6,11,キラークイーン,牝3,54,北村宏司,2:19.4,5,**,,,,,9-5-4-5,40.5,53.9,13,442(-2),,,,[東]久保田貴,村木隆,,202005010202
12,1,2,ユーアーマイソウル,牡3,56,嘉藤貴行,2:19.8,2.1/2,**,,,,,1-1-1-1,41.7,17.0,8,488(+2),,,,[東]伊藤伸一,ミルファーム,,202005010202
13,4,8,ドラゴンウォリアー,牡3,56,木幡巧也,2:20.4,3.1/2,**,,,,,5-5-11-12,40.8,13.4,7,504(0),,,,[東]岩戸孝樹,田頭勇貴,,202005010202
14,6,12,ニシノストロング,牡3,55,野中悠太,2:20.5,3/4,**,,,,,14-12-13-13,40.7,160.3,15,490(-6),,,,[東]小島茂之,西山茂行,,202005010202
15,2,3,コスモコンクエスト,牡3,56,宮崎北斗,2:20.8,1.3/4,**,,,,,3-3-6-5,42.0,40.2,10,504(-1),,,,[東]宗像義忠,ビッグレッドファーム,,202005010202
16,5,9,キズナビーム,牡3,56,横山和生,2:27.2,大,**,,,,,7-14-16-16,45.6,52.2,12,524(-6),,,,[東]鈴木伸尋,北原光一郎,,202005010202
1,1,2,アヴァニイ,牝3,54,ルメール,1:38.8,,**,,,,,9-8,37.7,3.8,2,514(-4),,,,[東]加藤征弘,Ｃ．チェン,510.0,202005010203
2,3,6,クールマキシマム,牝3,54,嘉藤貴行,1:39.0,1.1/4,**,,,,,8-5,38.2,8.0,3,478(+2),,,,[東]奥平雅士,保谷フミ子,200.0,202005010203
3,4,8,ディンブラ,牝3,53,野中悠太,1:39.2,1.1/4,**,,,,,2-2,39.0,25.6,8,478(+2),,,,[東]上原博之,ノースヒルズ,130.0,202005010203
4,2,3,ナーラック,牝3,53,菊沢一樹,1:40.0,5,**,,,,,12-11,38.5,47.7,9,444(+2),,,,[東]柄崎孝,辻牧場,77.0,202005010203
5,2,4,ヤマトホープシップ,牝3,54,石橋脩,1:40.2,1.1/4,**,,,,,15-15,37.6,48.0,10,460(+2),,,,[東]田村康仁,醍醐徹,51.0,202005010203
6,3,5,シャンボールロッソ,牝3,54,丸山元気,1:40.2,ハナ,**,,,,,5-5,39.4,19.1,7,432(+6),,,,[東]武藤善則,シルクレーシング,,202005010203
7,7,14,ナスノフォルテ,牝3,54,マーフィ,1:40.3,1/2,**,,,,,3-3,39.9,2.1,1,472(0),,,,[東]武井亮,那須野牧場,,202005010203
8,8,16,ヒラボクハーツ,牝3,54,福永祐一,1:40.3,クビ,**,,,,,3-3,39.9,65.7,11,476(-2),,,,[東]大竹正博,平田牧場,,202005010203
9,1,1,タマノシュシュ,牝3,54,田辺裕信,1:40.6,1.1/2,**,,,,,10-9,39.4,13.7,5,424(-2),,,,[東]菊川正達,玉腰勇吉,,202005010203
10,5,9,クーレクー,牝3,54,木幡巧也,1:41.0,2.1/2,**,,,,,1-1,40.9,10.4,4,460(+4),,,,[東]伊藤大士,程田真司,,202005010203
11,5,10,キャツクレードル,牝3,52,木幡育也,1:41.1,1/2,**,,,,,10-12,39.4,142.2,12,442(-10),,,,[東]佐藤吉勝,石瀬浩三,,202005010203
12,6,11,スピランセス,牝3,54,石川裕紀,1:41.1,クビ,**,,,,,14-14,39.0,308.9,13,444(-4),,,,[東]田村康仁,ディアレスト,,202005010203
13,8,15,ピュアハート,牝3,54,横山和生,1:41.2,3/4,**,,,,,6-5,40.3,343.1,14,498(-6),,,,[東]杉浦宏昭,山岸桂市,,202005010203
14,6,12,ペイシャフレンチ,牝3,54,井上敏樹,1:41.3,クビ,**,,,,,16-16,38.5,535.7,16,476(-4),,,,[東]高橋義博,北所直人,,202005010203
15,4,7,アネモネテソーロ,牝3,54,江田照男,1:41.6,2,**,,,,,6-9,40.3,15.3,6,476(-4),,,,[東]高木登,了徳寺健二ホールディングス,,202005010203
16,7,13,テイエムロング,牝3,54,武士沢友,1:44.4,大,**,,,,,12-12,42.7,478.6,15,412(0),,,,[東]石栗龍彦,竹園正繼,,202005010203
1,5,10,コラルノクターン,牡3,56,福永祐一,1:40.6,,**,,,,,5-4,36.5,2.7,1,510(0),,,,[西]藤原英昭,グリーンフィールズ,600.0,202005010204
2,1,1,トミケンレゲンダ,牡3,56,石橋脩,1:40.9,1.3/4,**,,,,,1-1,37.1,26.4,9,464(0),,,,[東]大和田成,冨樫賢二,240.0,202005010204
3,8,15,ティラミス,牝3,54,Ｍ．デム,1:41.7,5,**,,,,,9-4,37.6,8.1,5,458(0),,,,[西]安田隆行,寺田寿男,150.0,202005010204
4,5,9,キタサンロッキー,牡3,56,北村宏司,1:41.8,クビ,**,,,,,2-2,38.0,6.4,2,498(0),,,,[西]清水久詞,大野商事,90.0,202005010204
5,3,6,オウケンロジータ,牝3,54,武士沢友,1:42.0,1.1/2,**,,,,,11-11,37.4,173.8,13,508(0),,,,[西]藤岡健一,福井明,60.0,202005010204
6,4,7,ムーンレース,牡3,56,坂井瑠星,1:42.2,1,**,,,,,11-9,37.7,7.9,3,514(0),,,,[西]高柳大輔,レッドマジック,,202005010204
7,2,4,トーセンライブ,牡3,54,木幡育也,1:42.6,2.1/2,**,,,,,15-13,37.7,11.0,7,504(0),,,,[東]尾形和幸,島川隆哉,,202005010204
8,7,14,プラズマテイル,牝3,54,嘉藤貴行,1:43.0,2.1/2,**,,,,,5-4,38.9,34.4,10,414(0),,,,[東]大和田成,岡田牧雄,,202005010204
9,8,16,フルオブウィット,牡3,56,ミナリク,1:43.1,1/2,**,,,,,7-4,39.0,10.9,6,492(0),,,,[東]池上昌和,吉田晴哉,,202005010204
10,6,12,キタサンレイワ,牝3,54,石川裕紀,1:44.0,5,**,,,,,3-4,39.9,62.9,11,522(0),,,,[東]小笠倫弘,大野商事,,202005010204
11,6,11,シルヴァーミリオン,牡3,56,武豊,1:44.0,クビ,**,,,,,3-2,40.1,7.9,4,452(0),,,,[西]鈴木孝志,岡田牧雄,,202005010204
12,3,5,オーサムパッション,牡3,56,横山典弘,1:44.1,1/2,**,,,,,9-11,39.5,16.4,8,498(0),,,,[東]斎藤誠,落合幸弘,,202005010204
13,7,13,レジュノア,牝3,54,木幡巧也,1:44.6,3,**,,,,,8-9,40.1,306.6,16,444(0),,,,[東]杉浦宏昭,ニューワールドレーシング,,202005010204
14,2,3,ドントクライマリア,セ3,56,井上敏樹,1:44.8,1.1/4,**,,,,,11-13,39.9,198.7,14,444(0),,,,[東]林徹,丸山担,,202005010204
15,1,2,チャンピオンフジ,牡3,55,菊沢一樹,1:46.0,7,**,,,,,11-15,40.8,137.4,12,528(0),,,,[東]勢司和浩,坪野谷和平,,202005010204
16,4,8,キエンセラ,牡3,56,松岡正海,1:47.0,6,**,,,,,16-15,41.9,297.6,15,442(0),,,,[東]堀井雅広,藤田在子,,202005010204
1,2,4,マイネルブラシウス,牡3,56,津村明秀,1:47.3,,**,,,,,4-3-3,34.3,7.2,4,488(+24),,,,[東]尾関知人,サラブレッドクラブ・ラフィアン,510.0,202005010205
2,4,7,ラザフォード,牝3,54,ルメール,1:47.4,3/4,**,,,,,2-2-2,34.6,3.8,1,444(-2),,,,[東]藤沢和雄,潘蘇通,200.0,202005010205
3,6,11,ダイワミラクル,牡3,56,北村宏司,1:47.9,3,**,,,,,9-10-10,33.8,7.3,5,500(-2),,,,[東]鹿戸雄一,大城敬三,130.0,202005010205
4,1,1,コスモストライカー,牡3,54,石橋脩,1:48.0,3/4,**,,,,,1-1-1,35.3,11.5,7,478(0),,,,[東]加藤士津,ビッグレッドファーム,77.0,202005010205
5,8,16,ドリームメッセージ,牡3,56,丸山元気,1:48.3,2,**,,,,,12-12-12,34.0,8.4,6,444(0),,,,[東]中川公成,堀口晴男,51.0,202005010205
6,7,14,ルカ,牡3,56,マーフィ,1:48.5,1,**,,,,,8-10-9,34.7,4.6,2,490(-2),,,,[東]戸田博文,窪田芳郎,,202005010205
7,5,10,ブライドグルーム,牡3,56,ミナリク,1:48.6,3/4,**,,,,,4-8-8,35.0,13.6,8,452(+2),,,,[東]堀宣行,社台レースホース,,202005010205
8,1,2,テイエムクロホマレ,牡3,56,嘉藤貴行,1:49.3,4,**,,,,,9-6-5,36.0,319.2,13,472(+4),,,,[東]石栗龍彦,竹園正繼,,202005010205
9,6,12,ラストエクセル,牝3,54,Ｍ．デム,1:49.6,2,**,,,,,4-6-5,36.3,6.1,3,436(-10),,,,[東]伊藤大士,ニッシンホールディングス,,202005010205
10,7,13,ベルウッドアサヒ,牡3,56,吉田豊,1:49.8,3/4,**,,,,,14-15-14,35.2,98.0,10,440(-12),,,,[東]武市康男,鈴木照雄,,202005010205
11,3,6,ホウオウマライア,牝3,54,木幡巧也,1:49.9,1/2,**,,,,,12-12-13,35.5,178.3,11,436(0),,,,[東]牧光二,小笹芳央,,202005010205
12,3,5,ゼンダンスネーク,牝3,54,横山和生,1:49.9,ハナ,**,,,,,9-3-5,36.6,273.1,12,456(-10),,,,[東]土田稔,渡邊善男,,202005010205
13,8,15,ジツリキニコマル,牝3,54,武士沢友,1:49.9,ハナ,**,,,,,14-14-14,35.4,411.0,15,440(-14),,,,[東]稲垣幸雄,河合實貴男,,202005010205
14,4,8,フィーユレヴーズ,牝3,54,福永祐一,1:50.0,3/4,**,,,,,2-3-3,37.0,31.3,9,442(+2),,,,[東]斎藤誠,小田吉男,,202005010205
15,2,3,ファイナルブション,牝3,54,宮崎北斗,1:50.5,3,**,,,,,16-16-16,35.3,487.3,16,430(-8),,,,[東]青木孝文,廣崎利洋ＨＤ,,202005010205
16,5,9,ディムッター,牝3,54,江田照男,1:53.7,大,**,,,,,4-8-10,39.7,359.3,14,458(0),,,,[東]佐藤吉勝,薪浦亨,,202005010205
1,6,11,オーロアドーネ,牡3,56,マーフィ,1:35.3,,**,,,,,5-4,34.4,2.9,1,486(0),,,,[東]戸田博文,ＤＭＭドリームクラブ,600.0,202005010206
2,7,14,イルミナル,牝3,54,石橋脩,1:35.6,2,**,,,,,13-13,34.0,8.6,3,418(0),,,,[東]奥村武,キャロットファーム,240.0,202005010206
3,7,13,レッドルピナス,牝3,54,北村宏司,1:35.6,ハナ,**,,,,,5-7,34.6,3.3,2,416(0),,,,[西]中内田充,東京ホースレーシング,150.0,202005010206
4,6,12,ブレイクザボーダー,牡3,56,佐藤友則,1:35.8,1.1/4,**,,,,,2-2,35.1,28.1,10,476(0),,,,[東]畠山吉宏,グランデオーナーズ,90.0,202005010206
5,1,2,キタノポケット,牝3,53,菊沢一樹,1:36.3,3,**,,,,,10-10,34.8,95.2,13,382(0),,,,[東]深山雅史,北所直人,60.0,202005010206
6,5,9,ラインシュプール,牝3,54,武士沢友,1:36.6,1.3/4,**,,,,,15-14,34.8,17.2,7,410(0),,,,[東]水野貴広,大澤繁昌,,202005010206
7,3,6,ランジョウ,牝3,54,坂井瑠星,1:36.6,ハナ,**,,,,,8-8,35.4,11.2,5,434(0),,,,[東]矢野英一,ノルマンディーサラブレッドレーシング,,202005010206
8,2,4,エイシンジャスミン,牝3,54,石川裕紀,1:36.7,クビ,**,,,,,5-4,35.8,11.1,4,434(0),,,,[西]大久保龍,栄進堂,,202005010206
9,1,1,ゲンパチビーム,牡3,56,岩部純二,1:36.7,ハナ,**,,,,,13-14,34.9,169.9,15,416(0),,,,[東]萱野浩二,平野武志,,202005010206
10,4,8,ジュネス,牝3,54,吉田豊,1:36.9,1.1/2,**,,,,,8-8,35.7,34.4,11,500(0),,,,[東]本間忍,島川隆哉,,202005010206
11,8,15,シゲルパック,牝3,54,江田照男,1:37.6,4,**,,,,,10-10,36.1,14.6,6,498(0),,,,[東]田中清隆,森中蕃,,202005010206
12,3,5,ナムラサバイバー,牡3,56,横山和生,1:37.7,1/2,**,,,,,10-10,36.2,27.2,8,462(0),,,,[東]石栗龍彦,奈村信重,,202005010206
13,4,7,シュライクス,牡3,56,嘉藤貴行,1:37.8,1/2,**,,,,,1-1,37.2,27.9,9,426(0),,,,[東]水野貴広,中山栄一,,202005010206
14,2,3,サクヤコノハナ,牝3,54,柴田善臣,1:38.4,3.1/2,**,,,,,3-4,37.5,59.9,12,422(0),,,,[東]粕谷昌央,岡田牧雄,,202005010206
15,8,16,ワイアヴィー,牝3,54,木幡巧也,1:39.6,7,**,,,,,3-2,38.9,269.4,16,426(0),,,,[東]岩戸孝樹,岡田隆寛,,202005010206
16,5,10,キューティーカノン,牝3,53,野中悠太,1:41.3,大,**,,,,,16-16,38.1,108.7,14,432(0),,,,[東]星野忍,中地賢次郎,,202005010206
1,2,4,ゴールドスミス,セ6,57,武豊,2:14.8,,**,,,,,1-1-1-1,37.4,4.0,2,524(0),,,,[東]高柳瑞樹,ゴドルフィン,760.0,202005010207
2,4,7,エグジットラック,牡6,57,江田照男,2:14.9,1/2,**,,,,,16-16-15-16,36.0,36.9,11,520(-8),,,,[東]田村康仁,戸賀智子,300.0,202005010207
3,6,12,トランスポーター,牡4,56,吉田豊,2:15.0,3/4,**,,,,,2-2-2-2,37.5,33.5,10,494(-2),,,,[東]戸田博文,安原浩司,190.0,202005010207
4,7,13,ニューツーリズム,牡4,56,Ｍ．デム,2:15.2,1.1/4,**,,,,,3-3-3-3,37.5,7.6,4,508(+6),,,,[東]黒岩陽一,吉田晴哉,110.0,202005010207
5,3,6,ドーバーテソーロ,牡4,56,田辺裕信,2:15.3,3/4,**,,,,,9-9-10-7,37.3,22.4,7,486(-4),,,,[東]奥平雅士,了徳寺健二ホールディングス,76.0,202005010207
6,8,16,ジェイケイエース,牡4,56,丸山元気,2:15.6,2,**,,,,,8-6-6-6,37.7,8.9,5,548(+6),,,,[東]松永康利,小谷野次郎,,202005010207
7,4,8,ロジポルカ,牡4,56,内田博幸,2:15.7,クビ,**,,,,,14-14-15-13,37.1,13.4,6,468(0),,,,[東]菊沢隆徳,久米田正明,,202005010207
8,5,10,ボヘミアラプソディ,牡4,56,ルメール,2:15.7,アタマ,**,,,,,14-14-14-13,37.1,3.4,1,488(+10),,,,[東]伊藤圭三,平井裕,,202005010207
9,3,5,ユメノサキ,牡5,57,福永祐一,2:15.9,1.1/4,**,,,,,3-3-3-3,38.2,7.0,3,554(-2),,,,[東]新開幸一,山田広太郎,,202005010207
10,8,15,ヤマニンバンタジオ,セ6,57,嘉藤貴行,2:16.3,2.1/2,**,,,,,12-12-12-11,38.1,84.5,14,540(-4),,,,[東]田島俊明,土井肇,,202005010207
11,2,3,フクサンダーク,牡4,55,野中悠太,2:16.4,1/2,**,,,,,9-9-10-11,38.1,25.0,8,494(-2),,,,[東]小西一男,小沼博,,202005010207
12,1,2,ゴールデンフィジー,牝5,55,木幡巧也,2:16.4,ハナ,**,,,,,6-6-6-7,38.4,41.7,12,440(+4),,,,[東]牧光二,吉田照哉,,202005010207
13,6,11,アララトテソーロ,牡4,56,武藤雅,2:16.5,クビ,**,,,,,6-6-8-7,38.4,51.8,13,490(+4),,,,[東]和田雄二,了徳寺健二ホールディングス,,202005010207
14,5,9,シャイニーロケット,牡5,57,柴田善臣,2:17.1,3.1/2,**,,,,,12-12-13-13,38.6,126.6,16,464(+2),,,,[東]佐藤吉勝,小林昌志,,202005010207
15,7,14,ベルゲンハーバー,牡4,56,ミナリク,2:17.2,3/4,**,,,,,11-9-8-7,39.2,27.5,9,466(+10),,,,[東]斎藤誠,林正道,,202005010207
16,1,1,ウイニングメイビー,牡4,56,北村宏司,2:17.7,3,**,,,,,3-3-3-3,40.0,117.4,15,482(-6),,,,[東]稲垣幸雄,井上久光,,202005010207
1,5,10,フローラルパーク,牝4,55,武豊,1:24.7,,**,,,,,2-2,36.4,5.7,2,490(-4),,,,[東]加藤征弘,高橋正雄,"1,100.0",202005010208
2,2,4,コーラルプリンセス,牝6,55,丸山元気,1:24.7,アタマ,**,,,,,4-4,36.1,8.5,6,532(+2),,,,[東]高橋裕,吉田勝己,440.0,202005010208
3,8,15,ボンディマンシュ,セ4,57,坂井瑠星,1:24.8,3/4,**,,,,,4-4,36.2,6.5,3,490(+4),,,,[西]中内田充,シルクレーシング,280.0,202005010208
4,7,13,エピックアン,牡5,57,田辺裕信,1:24.9,クビ,**,,,,,14-12,35.5,6.8,5,506(-8),,,,[東]大和田成,ＴＵＲＦレーシング,170.0,202005010208
5,6,11,アオイサンシャイン,牝7,55,マーフィ,1:25.0,1/2,**,,,,,3-2,36.7,9.7,7,524(-4),,,,[東]古賀慎明,新谷幸義,110.0,202005010208
6,5,9,ハヤブサレジェンド,牡5,56,菊沢一樹,1:25.1,3/4,**,,,,,1-1,36.9,19.4,10,506(+4),,,,[東]伊藤圭三,グランド牧場,,202005010208
7,3,5,ベイオブコトル,牡4,57,福永祐一,1:25.2,1/2,**,,,,,7-7,36.4,5.7,1,444(+2),,,,[東]高柳瑞樹,ゴドルフィン,,202005010208
8,8,16,ニシノジャガーズ,牡5,57,岩部純二,1:25.3,1/2,**,,,,,16-16,35.5,6.7,4,494(0),,,,[東]萱野浩二,西山茂行,,202005010208
9,1,2,クレディブル,牡5,57,ルメール,1:25.4,クビ,**,,,,,12-10,36.2,13.2,8,510(0),,,,[東]萩原清,清水二朗,,202005010208
10,4,8,テキスタイルアート,セ8,57,北村宏司,1:25.4,クビ,**,,,,,12-13,35.9,201.6,16,494(+12),,,,[東]加藤和宏,岡田壮史,,202005010208
11,7,14,ワンダープラヤアン,牡6,56,野中悠太,1:25.4,ハナ,**,,,,,10-10,36.2,168.3,14,486(-6),,,,[西]森田直行,山本能成,,202005010208
12,4,7,ミッキーボニータ,セ5,57,横山典弘,1:25.5,クビ,**,,,,,14-13,36.0,55.4,11,452(-2),,,,[東]萩原清,野田みづき,,202005010208
13,1,1,サンタナブルー,牡8,57,川須栄彦,1:25.9,2.1/2,**,,,,,10-7,37.0,176.1,15,488(+12),,,,[東]和田雄二,ＹＧＧホースクラブ,,202005010208
14,6,12,モリトシラユリ,牝6,53,木幡育也,1:26.2,2,**,,,,,7-7,37.4,86.2,12,486(-8),,,,[東]堀井雅広,浜本牧場,,202005010208
15,2,3,コールドターキー,牡5,57,Ｍ．デム,1:29.2,大,**,,,,,4-4,40.6,17.2,9,470(-4),,,,[東]佐藤吉勝,薪浦亨,,202005010208
16,3,6,ヘニッヒ,セ4,57,内田博幸,1:29.2,クビ,**,,,,,7-13,39.6,165.4,13,468(+14),,,,[東]武井亮,小田吉男,,202005010208
