着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id
10,1,1,スズカルパン,牡11,51,泉谷楓真,2:01.1,3,**,,,,,3-3-4-5,34.4,168.9,13,474(-10),,,,[西]西橋豊治,永井宏明,,202008030310
11,5,7,バイオレントブロー,セ5,55,中谷雄太,2:01.3,1,**,,,,,12-11-3-3,34.7,29.4,8,476(+2),,,,[西]佐々木晶,キャロットファーム,,202008030310
12,7,10,マイハートビート,牡5,56,和田竜二,2:01.4,3/4,**,,,,,11-11-9-5,34.6,55.1,11,454(-4),,,,[西]高橋義忠,三田昌宏,,202008030310
13,4,5,チャチャチャ,牝4,52,松若風馬,2:02.5,7,**,,,,,3-3-7-13,35.4,27.8,7,438(-4),,,,[西]松田国英,ゴドルフィン,,202008030310
1,7,14,サクセスエナジー,牡6,59,和田竜二,1:10.2,,**,,,,,2-2,35.4,5.4,3,540(0),,,,[西]北出成人,高嶋哲,"2,237.8",202008030311
2,5,10,シュウジ,牡7,59,ルメール,1:10.7,3,**,,,,,6-5,35.2,8.0,4,504(0),,,,[西]須貝尚介,安原浩司,890.8,202008030311
3,4,7,ヴァニラアイス,牝4,54,幸英明,1:10.8,1/2,**,,,,,4-4,35.8,9.0,5,456(+8),,,,[西]高柳大輔,ヒダカファーム,555.4,202008030311
4,5,9,スズカコーズライン,牡6,58,酒井学,1:11.0,1.1/4,**,,,,,2-2,36.3,4.8,2,516(-8),,,,[西]木原一良,永井啓弍,330.0,202008030311
5,1,2,ハットラブ,牝6,54,横山典弘,1:11.2,1.1/4,**,,,,,8-9,35.4,22.6,8,482(-4),,,,[東]菊沢隆徳,服部邦繁,220.0,202008030311
6,3,6,ホウショウナウ,牡5,57,武豊,1:11.3,クビ,**,,,,,8-8,35.6,2.7,1,518(0),,,,[西]河内洋,芳賀美知子,,202008030311
7,2,3,ヨシオ,牡7,57,Ｍ．デム,1:11.5,1.1/2,**,,,,,11-12,35.2,53.7,11,484(0),,,,[西]森秀行,岩見裕輔,,202008030311
8,3,5,ヒロブレイブ,牡7,56,松田大作,1:11.6,クビ,**,,,,,14-14,35.0,120.6,14,486(-2),,,,[西]川村禎彦,石川博,,202008030311
9,4,8,バイラ,牡5,56,岩田望来,1:11.6,クビ,**,,,,,11-11,35.4,21.6,7,512(+2),,,,[西]川村禎彦,ケーエスＨＤ,,202008030311
10,8,15,スナークライデン,牡6,56,国分恭介,1:11.7,3/4,**,,,,,14-15,35.0,41.3,10,480(0),,,,[西]川村禎彦,杉本豊,,202008030311
11,6,12,ルッジェーロ,セ5,56,浜中俊,1:12.0,1.3/4,**,,,,,8-10,36.2,28.5,9,510(-6),,,,[東]鹿戸雄一,村木隆,,202008030311
12,6,11,タテヤマ,牡6,57,松若風馬,1:12.0,クビ,**,,,,,6-6,36.5,21.0,6,474(-2),,,,[西]渡辺薫彦,小島將之,,202008030311
13,2,4,フュージョンロック,牡6,56,藤井勘一,1:12.4,2.1/2,**,,,,,5-6,37.2,75.5,12,498(0),,,,[西]須貝尚介,金子真人ホールディングス,,202008030311
14,7,13,プレスティージオ,牡7,56,国分優作,1:12.4,クビ,**,,,,,11-12,36.0,90.6,13,486(0),,,,[西]大根田裕,奥裕嗣,,202008030311
15,1,1,メイショウワダイコ,牡8,56,池添謙一,1:12.6,1.1/4,**,,,,,1-1,38.0,121.9,15,550(+20),,,,[西]池添兼雄,松本好雄,,202008030311
取,8,16,モンペルデュ,牝4,55,藤岡佑介,,,**,,,,,,,---,,計不,,,,[西]松永幹夫,吉田和子,,202008030311
1,8,15,ケイアイパープル,牡4,57,藤岡康太,1:52.0,,**,,,,,3-3-2-3,37.2,10.1,4,502(+4),,,,[西]村山明,亀田和弘,"1,100.0",202008030312
2,7,14,ペガサス,牡4,57,武豊,1:52.1,1/2,**,,,,,9-9-7-4,36.9,6.1,3,452(-4),,,,[西]大久保龍,中辻明,440.0,202008030312
3,3,5,スズカフロンティア,牡6,57,藤岡佑介,1:52.4,2,**,,,,,16-16-16-14,36.5,26.7,9,438(+6),,,,[西]橋田満,永井啓弍,280.0,202008030312
4,7,13,ダンツキャッスル,牡4,57,幸英明,1:52.5,1/2,**,,,,,2-2-2-2,37.8,2.5,1,480(+2),,,,[西]谷潔,山元哲二,170.0,202008030312
5,2,4,モダスオペランディ,牡4,57,和田竜二,1:52.6,3/4,**,,,,,5-5-4-4,37.6,4.3,2,516(0),,,,[西]西園正都,ゴドルフィン,110.0,202008030312
6,4,8,フワトロ,牝5,55,Ｍ．デム,1:52.7,1/2,**,,,,,11-11-7-7,37.4,17.2,7,490(+14),,,,[西]奥村豊,佐久間拓士,,202008030312
7,1,2,メスキータ,牡4,57,坂井瑠星,1:52.7,ハナ,**,,,,,12-12-15-12,36.9,41.7,11,510(-10),,,,[西]新谷功一,岡浩二,,202008030312
8,4,7,モンオール,牝4,55,松若風馬,1:52.7,クビ,**,,,,,14-14-13-11,37.0,74.5,12,446(0),,,,[西]平田修,吉田勝己,,202008030312
9,6,12,タマモサンシーロ,牡4,57,太宰啓介,1:52.7,ハナ,**,,,,,1-1-1-1,38.2,20.5,8,502(-12),,,,[西]大橋勇樹,タマモ,,202008030312
10,3,6,テーオーダンケルク,牡4,57,ルメール,1:52.8,3/4,**,,,,,10-10-11-8,37.3,15.4,5,482(0),,,,[西]高柳大輔,小笹公也,,202008030312
11,5,9,コンボルブルス,牡4,54,泉谷楓真,1:53.6,5,**,,,,,15-15-13-14,37.8,31.8,10,430(+6),,,,[西]本田優,村上憲政,,202008030312
12,6,11,アロマティカス,牡6,57,城戸義政,1:53.8,1.1/2,**,,,,,8-7-10-8,38.5,275.5,16,460(-8),,,,[西]湯窪幸雄,山本堅治,,202008030312
13,5,10,ベストマイウェイ,牡5,57,浜中俊,1:53.9,クビ,**,,,,,13-13-7-8,38.5,82.4,13,532(-12),,,,[西]石坂正,馬場幸夫,,202008030312
14,1,1,マイネルブロッケン,牡6,57,国分優作,1:53.9,クビ,**,,,,,3-3-4-4,39.0,15.5,6,440(-4),,,,[西]五十嵐忠,サラブレッドクラブ・ラフィアン,,202008030312
15,2,3,ブルレジーナ,牝5,55,小崎綾也,1:55.7,大,**,,,,,7-7-11-16,40.1,101.2,14,448(-6),,,,[西]小崎憲,高田秀信,,202008030312
16,8,16,ジョースターライト,牡7,57,中谷雄太,1:56.0,1.3/4,**,,,,,5-5-4-12,40.9,178.5,15,472(-2),,,,[西]松下武士,上田けい子,,202008030312
1,3,5,ダンツエリーゼ,牝3,54,ルメール,1:55.6,,**,,,,,12-11-10-8,37.4,1.4,1,520(+4),,,,[西]本田優,山元哲二,510.0,202008030401
2,7,13,スズカスペクトル,牝3,54,藤岡佑介,1:55.8,1.1/4,**,,,,,11-11-4-2,38.1,8.4,3,432(-10),,,,[西]武英智,永井啓弍,200.0,202008030401
3,1,2,メイジュシンワ,牝3,53,岩田望来,1:55.8,ハナ,**,,,,,1-1-1-1,38.5,22.1,6,460(+2),,,,[西]川村禎彦,荒井元明,130.0,202008030401
4,6,11,アマノエリザベート,牝3,54,国分優作,1:56.3,3,**,,,,,9-8-6-4,38.3,45.4,9,478(+8),,,,[西]中竹和也,中村孝,77.0,202008030401
5,8,15,トリプルプレイ,牝3,54,荻野琢真,1:56.9,3.1/2,**,,,,,15-14-12-11,38.6,10.2,4,420(-2),,,,[西]寺島良,藤田好紀,51.0,202008030401
6,1,1,モズウルル,牝3,54,藤懸貴志,1:57.0,3/4,**,,,,,16-16-15-11,38.0,142.3,16,478(+4),,,,[西]高柳大輔,キャピタル・システム,,202008030401
7,2,4,ラレーヌデュバル,牝3,54,和田竜二,1:57.1,1/2,**,,,,,7-6-8-8,39.2,37.0,7,466(-2),,,,[西]松田国英,ノースヒルズ,,202008030401
8,6,12,エケベリア,牝3,54,国分恭介,1:58.2,7,**,,,,,4-6-15-16,39.2,116.3,14,440(-8),,,,[西]川村禎彦,石瀬浩三,,202008030401
9,3,6,リュクスレジェンド,牝3,54,加藤祥太,1:58.4,1,**,,,,,10-10-12-14,39.9,91.1,11,452(+4),,,,[西]庄野靖志,田畑憲士,,202008030401
10,7,14,アーリンアーリン,牝3,54,小崎綾也,1:58.8,2.1/2,**,,,,,5-5-8-10,40.7,41.2,8,430(-2),,,,[西]寺島良,吉田勝利,,202008030401
11,5,9,クレドラネージュ,牝3,51,泉谷楓真,1:58.8,アタマ,**,,,,,12-13-10-11,40.5,96.8,12,480(+8),,,,[西]松下武士,Ｇ１レーシング,,202008030401
12,5,10,ワイドディスボン,牝3,54,荻野極,1:59.5,4,**,,,,,7-8-6-5,41.6,21.1,5,486(-6),,,,[西]笹田和秀,幅田昌伸,,202008030401
13,2,3,クリノコハルビヨリ,牝3,53,森裕太朗,2:00.2,4,**,,,,,5-4-4-7,42.6,131.2,15,408(-8),,,,[西]田所秀孝,栗本博晴,,202008030401
14,4,8,トラストナオトラ,牝3,54,坂井瑠星,2:00.2,クビ,**,,,,,14-14-14-15,41.4,99.0,13,464(-2),,,,[西]羽月友彦,菅波雅巳,,202008030401
15,4,7,スワンポール,牝3,54,酒井学,2:00.7,3,**,,,,,2-2-2-5,43.1,85.9,10,460(-4),,,,[西]西園正都,下河辺隆行,,202008030401
16,8,16,マカロンパフェ,牝3,54,武豊,2:00.7,クビ,**,,,,,2-3-2-2,43.1,8.1,2,504(+12),,,,[西]河内洋,社台レースホース,,202008030401
1,7,14,ワンダーダイカネン,牡3,56,和田竜二,1:13.3,,**,,,,,4-4,36.5,4.7,2,476(-2),,,,[西]今野貞一,山本能成,510.0,202008030402
2,5,9,ラスティングラヴ,牝3,54,坂井瑠星,1:13.4,3/4,**,,,,,1-1,36.9,11.9,6,504(-6),,,,[西]安達昭夫,水上ふじ子,200.0,202008030402
3,6,11,マルガリーテース,牝3,54,池添謙一,1:14.3,5,**,,,,,2-2,37.7,5.7,4,464(0),,,,[西]中竹和也,前田幸貴,130.0,202008030402
4,3,5,ライトマン,牡3,56,松若風馬,1:14.3,ハナ,**,,,,,2-3,37.6,18.2,7,492(-8),,,,[西]宮本博,吉澤克己,77.0,202008030402
5,8,16,ヴェッツラー,牡3,55,岩田望来,1:14.5,1.1/2,**,,,,,6-4,37.6,9.3,5,434(+2),,,,[西]牧田和弥,永田和彦,51.0,202008030402
6,1,1,ニホンピロデュラン,牝3,54,小牧太,1:14.5,クビ,**,,,,,4-4,37.7,77.2,12,460(0),,,,[西]服部利之,小林百太郎,,202008030402
7,1,2,メイショウワダマ,牝3,54,藤懸貴志,1:14.6,クビ,**,,,,,7-7,37.6,19.2,8,454(0),,,,[西]浅見秀一,松本好雄,,202008030402
8,2,4,メイショウニタボウ,牡3,56,川島信二,1:14.6,ハナ,**,,,,,7-8,37.4,5.0,3,508(-14),,,,[西]飯田祐史,松本好雄,,202008030402
9,4,7,メイショウヴンダー,牡3,56,川須栄彦,1:14.7,1/2,**,,,,,10-10,37.4,59.8,11,434(-2),,,,[西]石橋守,松本好雄,,202008030402
10,3,6,ラインプレジャー,牡3,56,太宰啓介,1:15.1,2.1/2,**,,,,,11-11,37.6,56.5,10,470(0),,,,[西]長谷川浩,大澤繁昌,,202008030402
11,5,10,テランガ,牡3,56,武豊,1:15.1,アタマ,**,,,,,7-8,37.9,3.9,1,448(-4),,,,[西]武幸四郎,寺田寿男,,202008030402
12,2,3,スリーシャトー,牡3,56,藤井勘一,1:15.5,2.1/2,**,,,,,11-11,38.1,230.7,15,442(+12),,,,[西]西橋豊治,永井商事,,202008030402
13,4,8,アースライザー,セ3,53,泉谷楓真,1:15.5,ハナ,**,,,,,13-13,37.4,163.9,14,478(0),,,,[西]宮徹,ノルマンディーサラブレッドレーシング,,202008030402
14,6,12,アスクリノベート,牡3,56,荻野琢真,1:17.6,大,**,,,,,16-15,37.7,153.1,13,488(0),,,,[西]梅田智之,廣崎利洋ＨＤ,,202008030402
15,7,13,アイファーピンク,牝3,54,水口優也,1:18.0,2.1/2,**,,,,,15-14,38.7,300.9,16,374(0),,,,[西]服部利之,中島稔,,202008030402
中,8,15,テイエムラッシュ,牡3,56,国分恭介,,,**,,,,,14,,21.0,9,476(-12),,,,[西]五十嵐忠,竹園正繼,,202008030402
1,4,7,グレースオブナイル,牝3,54,松若風馬,1:34.5,,**,,,,,5-5,35.8,6.5,3,436(-2),,,,[西]杉山晴紀,グリーンファーム,510.0,202008030403
2,7,14,ダブルアンコール,牝3,54,水口優也,1:34.6,1/2,**,,,,,2-3,36.1,3.4,2,420(0),,,,[西]池江泰寿,ＤＭＭドリームクラブ,200.0,202008030403
3,8,16,グランレミー,牡3,56,加藤祥太,1:34.6,クビ,**,,,,,16-16,34.7,10.2,4,496(+6),,,,[西]佐々木晶,間宮秀直,130.0,202008030403
4,2,3,ミキノイチゴ,牡3,55,森裕太朗,1:34.8,1.1/4,**,,,,,11-10,35.3,19.2,6,442(+2),,,,[西]藤沢則雄,谷口久和,77.0,202008030403
5,1,1,ウェイヴァリー,牡3,55,岩田望来,1:34.9,3/4,**,,,,,9-8,35.7,40.6,12,512(-12),,,,[西]平田修,キャロットファーム,51.0,202008030403
6,1,2,メイショウケアラシ,牡3,56,和田竜二,1:34.9,アタマ,**,,,,,7-7,36.0,3.0,1,488(0),,,,[西]飯田祐史,松本好雄,,202008030403
7,8,15,カルトレガーメ,牝3,54,藤岡康太,1:35.0,クビ,**,,,,,13-13,35.3,77.0,13,474(-8),,,,[西]武幸四郎,大迫基弘,,202008030403
8,4,8,クリノサンシャイン,牝3,54,小崎綾也,1:35.1,1/2,**,,,,,5-5,36.4,232.5,15,424(-10),,,,[西]高橋康之,栗本博晴,,202008030403
9,5,10,マルタクロス,牡3,56,藤岡佑介,1:35.3,1.1/4,**,,,,,1-1,36.9,19.9,7,502(-4),,,,[西]松永幹夫,寺田千代乃,,202008030403
10,5,9,オーバーテイカー,牡3,56,武豊,1:35.4,1/2,**,,,,,15-13,35.6,10.4,5,436(0),,,,[西]小崎憲,キヨタケ牧場,,202008030403
11,6,12,タナノフローラ,牝3,54,城戸義政,1:35.7,1.3/4,**,,,,,9-10,36.4,291.7,16,442(-6),,,,[西]清水久詞,田中俊彰,,202008030403
12,2,4,ニホンピロリーズン,牡3,56,岩崎翼,1:35.7,クビ,**,,,,,12-12,36.2,30.4,9,472(+2),,,,[西]大橋勇樹,小林百太郎,,202008030403
13,7,13,クイーンズバラッド,牝3,54,国分優作,1:35.9,1.1/4,**,,,,,2-2,37.4,37.2,10,446(-8),,,,[西]坂口智康,ヒダカ・ブリーダーズ・ユニオン,,202008030403
14,6,11,エスシーミホーク,牡3,56,藤井勘一,1:35.9,クビ,**,,,,,7-8,36.9,40.3,11,476(-2),,,,[西]西橋豊治,工藤圭司,,202008030403
15,3,5,イサチルキンノホシ,牡3,56,幸英明,1:36.3,2.1/2,**,,,,,13-13,36.7,102.1,14,484(-10),,,,[西]大根田裕,小坂功,,202008030403
16,3,6,レーヴドオルフェ,牡3,56,太宰啓介,1:36.3,ハナ,**,,,,,4-3,37.7,22.8,8,488(-2),,,,[西]長谷川浩,平川浩之,,202008030403
1,8,10,ストリクトコード,牝3,54,和田竜二,2:02.0,,**,,,,,7-8-5-7,34.6,13.3,3,426(-4),,,,[西]庄野靖志,Ｇ１レーシング,510.0,202008030404
2,7,9,ペプチドヒミコ,牝3,54,藤岡佑介,2:02.0,クビ,**,,,,,11-11-10-7,34.4,43.2,7,454(0),,,,[西]武英智,沼川一彦,200.0,202008030404
3,1,1,エトヴァス,牝3,54,高倉稜,2:02.0,ハナ,**,,,,,10-10-7-5,34.7,26.9,6,450(-8),,,,[西]杉山晴紀,薪浦亨,130.0,202008030404
4,3,3,ワイワイキング,牡3,56,坂井瑠星,2:02.0,アタマ,**,,,,,4-3-2-3,34.9,14.0,5,482(0),,,,[西]矢作芳人,廣崎利洋ＨＤ,77.0,202008030404
5,2,2,フェアウェルキッス,牝3,54,藤岡康太,2:02.1,3/4,**,,,,,1-1-1-1,35.3,45.9,8,512(+4),,,,[西]岡田稲男,吉田照哉,51.0,202008030404
6,8,11,ヒルノアントラ,牡3,56,横山典弘,2:02.1,ハナ,**,,,,,4-5-2-3,35.0,13.5,4,470(0),,,,[西]昆貢,ヒルノ,,202008030404
7,7,8,ウインサンフラワー,牡3,56,ルメール,2:02.2,クビ,**,,,,,3-3-5-5,35.0,2.7,2,450(-4),,,,[西]飯田雄三,ウイン,,202008030404
8,4,4,イカット,牝3,54,Ｍ．デム,2:02.2,ハナ,**,,,,,2-2-2-2,35.2,1.8,1,442(-2),,,,[西]上村洋行,吉田和美,,202008030404
9,6,6,ヤンヤノカッサイ,牡3,55,岩田望来,2:02.2,クビ,**,,,,,7-8-10-10,34.5,57.9,9,506(-4),,,,[西]佐々木晶,小田切有一,,202008030404
10,6,7,エイシンジャスミン,牝3,54,藤井勘一,2:02.4,1,**,,,,,7-7-7-7,34.9,102.9,10,444(+10),,,,[西]大久保龍,栄進堂,,202008030404
11,5,5,ナツキ,牝3,51,泉谷楓真,2:04.7,大,**,,,,,4-5-7-10,37.2,211.0,11,420(0),,,,[西]清水久詞,西村清子,,202008030404
1,4,8,ルガーサント,牝3,54,松若風馬,1:21.3,,**,,,,,1-1,34.4,29.8,10,432(-2),,,,[西]西村真幸,ターフ・スポート,730.0,202008030405
2,2,4,ワンダーカタリナ,牡3,56,藤岡佑介,1:21.5,1.1/2,**,,,,,13-12,33.5,13.0,5,508(-2),,,,[西]河内洋,山本能成,290.0,202008030405
3,5,9,アサケエース,牡3,53,泉谷楓真,1:21.5,クビ,**,,,,,2-3,34.5,14.6,7,424(-4),,,,[西]大橋勇樹,大橋堯,180.0,202008030405
4,7,14,メイショウマサヒメ,牝3,54,武豊,1:21.7,1.1/4,**,,,,,11-11,33.9,26.1,9,476(+2),,,,[西]本田優,松本好隆,110.0,202008030405
5,6,12,ボンボヤージ,牝3,53,岩田望来,1:21.7,クビ,**,,,,,17-18,33.1,24.4,8,424(-2),,,,[西]梅田智之,廣崎利洋,73.0,202008030405
6,4,7,ロードエクスプレス,牡3,56,池添謙一,1:21.7,アタマ,**,,,,,9-9,34.1,11.8,4,446(-2),,,,[西]坂口智康,ロードホースクラブ,,202008030405
7,3,5,ルクルト,牡3,56,坂井瑠星,1:21.9,1.1/4,**,,,,,15-15,33.7,85.0,15,438(-2),,,,[西]吉村圭司,市川義美ホールディングス,,202008030405
8,7,15,ファーストフォリオ,牝3,54,川田将雅,1:21.9,ハナ,**,,,,,9-10,34.2,2.8,1,432(-4),,,,[西]須貝尚介,キャロットファーム,,202008030405
9,8,17,シャドウブロッサム,牝3,54,ルメール,1:22.0,1/2,**,,,,,4-2,35.0,3.7,2,452(+4),,,,[西]藤岡健一,飯塚知一,,202008030405
10,1,1,マイネルホイッスル,牡3,56,和田竜二,1:22.2,1.1/4,**,,,,,4-5,35.0,9.0,3,476(+2),,,,[西]西園正都,サラブレッドクラブ・ラフィアン,,202008030405
11,5,10,ビアイ,牝3,54,酒井学,1:22.4,1,**,,,,,2-3,35.4,53.5,14,482(+4),,,,[西]田所秀孝,副島義久,,202008030405
12,8,18,ヴァルナ,牡3,56,川須栄彦,1:22.5,1/2,**,,,,,8-5,35.3,35.4,11,484(0),,,,[西]寺島良,野嶋祥二,,202008030405
13,8,16,テイエムクイーン,牝3,54,国分恭介,1:22.6,1/2,**,,,,,17-17,34.3,130.6,16,474(-4),,,,[西]五十嵐忠,竹園正繼,,202008030405
14,6,11,ベルティアラ,牝3,54,幸英明,1:22.8,1.1/2,**,,,,,13-12,34.8,51.4,13,442(-6),,,,[西]牧田和弥,鈴木昭和,,202008030405
15,3,6,スマートルミエール,牡3,56,中谷雄太,1:23.0,1.1/4,**,,,,,4-7,35.7,43.3,12,450(-8),,,,[西]矢作芳人,大川徹,,202008030405
16,7,13,コパノフィーリング,牝3,54,藤岡康太,1:23.5,3,**,,,,,7-7,36.2,14.3,6,456(+2),,,,[西]宮徹,小林祥晃,,202008030405
17,2,3,ムート,牡3,56,小崎綾也,1:23.7,1.1/2,**,,,,,15-15,35.4,345.4,18,438(+2),,,,[西]川村禎彦,巴山尊文,,202008030405
18,1,2,メートルムナール,牡3,56,藤井勘一,1:23.9,1,**,,,,,11-14,35.9,178.3,17,482(-6),,,,[西]安田隆行,ラ・メール,,202008030405
1,4,4,ロワシーナ,牡4,57,浜中俊,1:52.9,,**,,,,,7-7-4-4,37.3,4.6,3,482(0),,,,[西]吉岡辰弥,椎名節,760.0,202008030406
2,7,11,サウンドテーブル,牡6,57,水口優也,1:53.3,2.1/2,**,,,,,2-2-2-1,38.0,13.5,5,508(-2),,,,[西]田所秀孝,山上和良,300.0,202008030406
3,5,7,メイショウソテツ,牡4,57,幸英明,1:53.4,1/2,**,,,,,2-2-4-5,37.8,2.3,1,516(0),,,,[西]岡田稲男,松本好雄,190.0,202008030406
4,6,8,ゴールデンウェル,牡4,57,坂井瑠星,1:53.6,1.1/4,**,,,,,6-5-6-6,37.8,14.2,6,478(0),,,,[西]杉山晴紀,江馬由将,110.0,202008030406
5,2,2,オーマオ,牡4,57,藤岡佑介,1:53.7,1/2,**,,,,,10-11-11-8,37.3,4.3,2,452(+6),,,,[西]村山明,吉田照哉,76.0,202008030406
6,8,13,アルマトップエンド,牡5,57,国分恭介,1:53.8,クビ,**,,,,,10-9-1-2,38.6,58.0,9,510(+2),,,,[西]佐々木晶,コウトミックレーシング,,202008030406
7,5,6,フェブタイズ,牡4,57,和田竜二,1:53.9,3/4,**,,,,,1-1-2-2,38.7,9.1,4,510(-7),,,,[西]川村禎彦,釘田義広,,202008030406
8,6,9,メイショウイフウ,牡4,57,川島信二,1:54.2,1.3/4,**,,,,,12-12-11-8,37.8,42.2,8,496(-2),,,,[西]荒川義之,松本好雄,,202008030406
9,1,1,ハギノアグレッシブ,セ5,56,岩田望来,1:54.2,クビ,**,,,,,4-5-6-6,38.4,28.2,7,472(-8),,,,[西]松田国英,日隈良江,,202008030406
10,3,3,ブルベアジネンジョ,牡5,57,酒井学,1:55.0,5,**,,,,,7-7-10-8,38.8,97.4,12,478(+16),,,,[西]湯窪幸雄,ブルアンドベア,,202008030406
11,8,12,アンシャンテシチー,牡5,57,藤岡康太,1:56.2,7,**,,,,,13-13-13-13,39.3,58.1,10,514(0),,,,[西]羽月友彦,友駿ホースクラブ,,202008030406
12,7,10,ディープスピリッツ,牡6,57,池添謙一,1:56.3,クビ,**,,,,,4-4-6-8,40.3,88.1,11,474(-2),,,,[西]羽月友彦,菅原広隆,,202008030406
13,4,5,ピエナクロフネ,牡4,57,中井裕二,1:56.5,1.1/2,**,,,,,9-9-6-8,40.5,256.4,13,512(-10),,,,[西]飯田雄三,本谷兼三,,202008030406
1,4,7,ドラセナ,セ5,57,藤井勘一,1:26.1,,**,,,,,10-7,36.1,9.0,4,486(-4),,,,[西]奥村豊,林正道,760.0,202008030407
2,5,9,ジャミールフエルテ,牡4,57,Ｍ．デム,1:26.1,アタマ,**,,,,,4-4,36.8,3.4,1,478(+2),,,,[西]大久保龍,吉田勝己,300.0,202008030407
3,3,5,ダノンインパルス,牡5,57,田中健,1:26.7,3.1/2,**,,,,,6-6,37.2,4.1,2,486(+2),,,,[西]佐々木晶,ダノックス,190.0,202008030407
4,8,16,パンサーバローズ,牡6,57,浜中俊,1:26.8,1/2,**,,,,,3-2,37.6,4.6,3,506(-6),,,,[西]角居勝彦,猪熊広次,110.0,202008030407
5,1,2,ダイメイコスモス,牡4,57,幸英明,1:26.9,1/2,**,,,,,14-15,36.8,34.3,9,500(+2),,,,[西]森田直行,宮本孝一,76.0,202008030407
6,7,14,ミッキーマラン,牡5,57,酒井学,1:26.9,クビ,**,,,,,12-11,36.9,14.3,6,480(+2),,,,[西]長谷川浩,三木久史,,202008030407
7,1,1,タガノコルソ,牡4,57,国分恭介,1:27.0,1/2,**,,,,,14-11,36.7,84.2,12,496(0),,,,[西]川村禎彦,八木良司,,202008030407
8,6,11,アタミ,牡6,57,和田竜二,1:27.0,ハナ,**,,,,,4-4,37.6,14.7,7,492(+2),,,,[西]田所秀孝,副島義久,,202008030407
9,3,6,ピッパ,牝5,55,坂井瑠星,1:27.1,クビ,**,,,,,12-14,37.1,19.3,8,472(-4),,,,[西]杉山晴紀,飯田正剛,,202008030407
10,4,8,タガノゴマチャン,牡4,54,泉谷楓真,1:27.2,3/4,**,,,,,7-7,37.5,10.3,5,486(+4),,,,[西]加用正,八木良司,,202008030407
11,2,3,ウイングエンペラー,牡7,57,水口優也,1:27.4,1,**,,,,,10-11,37.6,268.8,15,476(-10),,,,[西]服部利之,池田實,,202008030407
12,7,13,メイショウハート,牡4,57,中井裕二,1:27.5,1/2,**,,,,,7-7,37.8,39.4,10,466(-12),,,,[西]中内田充,松本好隆,,202008030407
13,5,10,メイショウブレナム,牡6,56,岩田望来,1:27.5,ハナ,**,,,,,1-1,38.5,105.1,13,488(-2),,,,[西]飯田祐史,松本好雄,,202008030407
14,2,4,マイネルプリサイス,牡4,57,国分優作,1:27.8,2,**,,,,,7-7,38.3,118.7,14,482(-4),,,,[西]吉田直弘,サラブレッドクラブ・ラフィアン,,202008030407
15,6,12,メルヘンステージ,牝4,55,松若風馬,1:30.3,大,**,,,,,2-2,41.2,64.3,11,472(-18),,,,[西]奥村豊,下河辺牧場,,202008030407
取,8,15,アイタイ,牡4,56,森裕太朗,,,**,,,,,,,---,,計不,,,,[西]角居勝彦,平井裕,,202008030407
1,4,4,ランブリングアレー,牝4,55,武豊,1:46.0,,**,,,,,3-3,34.3,1.6,1,472(+8),,,,[西]友道康夫,社台レースホース,"1,522.4",202008030408
2,8,8,ハローユニコーン,牝6,55,和田竜二,1:46.4,2.1/2,**,,,,,5-5,34.5,13.3,5,486(+6),,,,[西]鮫島一歩,ＣＨＥＶＡＬＡＴＴＡＣＨＥ,606.4,202008030408
3,7,7,タンタラス,牝4,55,Ｍ．デム,1:46.4,ハナ,**,,,,,2-2,35.0,8.3,3,476(-2),,,,[西]池添学,サンデーレーシング,383.2,202008030408
4,3,3,レティキュール,牝4,55,ルメール,1:46.5,クビ,**,,,,,5-5,34.6,4.2,2,434(-4),,,,[西]斉藤崇史,サンデーレーシング,230.0,202008030408
5,8,9,ウインルチル,牝5,55,松若風馬,1:46.6,3/4,**,,,,,3-3,35.0,24.6,7,450(+6),,,,[西]奥村豊,ウイン,150.0,202008030408
6,1,1,ルタンブル,牝4,55,幸英明,1:46.7,3/4,**,,,,,9-9,34.2,10.8,4,452(-4),,,,[西]寺島良,杉浦和也,,202008030408
7,6,6,スパイクナード,牝6,55,国分恭介,1:46.7,ハナ,**,,,,,7-7,34.4,119.4,8,460(-2),,,,[西]佐々木晶,前田幸治,,202008030408
8,2,2,ブリリアントリリー,牝5,55,森裕太朗,1:47.2,3,**,,,,,8-7,34.8,134.8,9,472(0),,,,[西]石坂公一,ノルマンディーサラブレッドレーシング,,202008030408
9,5,5,オスカールビー,牝5,55,坂井瑠星,1:48.3,7,**,,,,,1-1,38.7,19.6,6,514(+8),,,,[西]矢作芳人,森保彦,,202008030408
1,7,15,ミッキースピリット,牡4,54,Ｍ．デム,1:08.3,,**,,,,,8-8,33.6,13.2,7,496(+12),,,,[西]音無秀孝,野田みづき,"1,538.5",202008030409
2,7,14,レジーナファースト,牝5,52,北村友一,1:08.3,クビ,**,,,,,10-10,33.2,7.1,4,468(+8),,,,[西]森田直行,ライオンレースホース,611.0,202008030409
