券種,レース条件,馬,オッズ,人気,点数,的中,ROI,CI下,最悪年,年100超
複勝,多頭数16+,MF複勝5位以内,5-30,人気4以下,12131,3136,76.3,73.8,72.9,0
単勝,長距離1900+,MF複勝5位以内,5-30,人気不問,9106,829,79.5,73.8,73.7,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-20,人気1-6,2764,407,81.7,73.8,59.4,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,1-20,人気4以下,458,156,84.7,73.7,70.2,2
単勝,道悪,MF複勝3位以内,1-10,人気1-3,3780,908,79.1,73.7,76.1,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,5-15,人気1-3,4629,584,79.7,73.7,72.2,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-15,人気1-6,3992,447,81.4,73.7,67.9,0
複勝,長距離1900+,MF複勝2位以内,5-30,人気4以下,889,291,82.0,73.7,72.2,0
単勝,道悪,MF複勝3位以内,1-20,人気不問,5039,1017,78.8,73.7,75.1,0
複勝,少頭数-12,MF複勝2位以内,5-30,人気4-6,949,351,80.7,73.7,68.1,0
単勝,ダート,MF複勝5位以内,1-10,人気4-6,5484,585,79.7,73.7,75.2,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,5-15,人気4以下,3929,1275,77.3,73.7,69.9,0
単勝,道悪,MF複勝5位以内,10-20,人気4以下,1618,112,90.2,73.7,84.3,0
複勝,短距離-1400,MF複勝3位以内,10-20,人気4-6,1330,354,82.0,73.7,72.3,0
複勝,全体,MF複勝3位以内,5-15,人気4-6,8014,2609,76.4,73.7,73.0,0
複勝,ダート,MF複勝5位以内,3-10,人気4-6,5484,1910,76.3,73.7,72.7,0
複勝,多頭数16+,MF複勝2位以内,1-20,人気4-6,1727,549,79.5,73.7,75.8,0
単勝,全体,MF複勝3位以内,5-30,人気4以下,10743,865,78.8,73.7,73.8,0
単勝,道悪,MF複勝2位以内,5-30,人気1-6,999,127,89.0,73.7,58.2,2
複勝,長距離1900+,MF複勝5位以内,3-10,人気4以下,2530,913,77.8,73.7,75.2,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,3-10,人気4-6,823,315,80.9,73.7,76.1,0
複勝,ダート,MF複勝5位以内,1-10,人気4以下,5503,1919,76.5,73.7,72.7,0
単勝,長距離1900+,MF複勝1位,3-10,人気1-3,1175,252,83.0,73.7,75.6,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,1-20,人気4-6,4332,1371,77.2,73.6,72.8,0
単勝,芝,MF複勝2位以内,5-15,人気不問,4131,489,80.6,73.6,75.6,0
単勝,芝,MF複勝2位以内,5-15,人気1-6,4029,482,80.5,73.6,77.3,0
単勝,全体,MF複勝3位以内,5-15,人気4-6,8014,742,78.9,73.6,73.5,0
単勝,芝,MF複勝5位以内,10-20,人気1-6,5672,358,82.0,73.6,66.2,0
単勝,多頭数16+,MF複勝5位以内,5-30,人気不問,17753,1556,77.6,73.6,73.0,0
単勝,長距離1900+,MF複勝1位,3-10,人気1-6,1335,271,82.5,73.6,79.3,0
単勝,長距離1900+,MF複勝5位以内,5-30,人気4-6,5263,435,81.5,73.6,76.5,0
単勝,多頭数16+,MF複勝5位以内,5-30,人気4-6,9352,753,79.4,73.6,74.4,0
複勝,芝,MF複勝3位以内,5-15,人気4-6,4022,1327,77.4,73.6,72.1,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,5-30,人気4-6,12578,963,79.0,73.6,71.5,0
単勝,少頭数-12,MF複勝5位以内,10-20,人気1-6,3370,213,85.1,73.6,65.4,1
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-10,人気4-6,1290,469,79.4,73.6,72.7,0
複勝,短距離-1400,MF複勝2位以内,1-20,人気4-6,1488,491,79.9,73.6,72.2,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-15,人気不問,4251,464,81.1,73.6,68.6,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-15,人気4以下,2899,910,77.9,73.6,73.7,0
複勝,ダート,MF複勝5位以内,3-10,人気4以下,5503,1919,76.5,73.6,72.7,0
複勝,芝,MF複勝3位以内,3-10,人気4-6,2751,999,77.8,73.6,74.4,0
複勝,全体,MF複勝2位以内,5-15,人気4-6,3508,1172,77.5,73.6,73.1,0
複勝,長距離1900+,MF複勝5位以内,1-10,人気4以下,2530,913,77.8,73.6,75.2,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,5-15,人気1-6,3432,401,81.7,73.6,72.3,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-10,人気1-3,2338,405,80.6,73.5,59.1,0
複勝,長距離1900+,MF複勝3位以内,1-10,人気4-6,1164,436,79.6,73.5,73.1,0
複勝,短距離-1400,MF複勝3位以内,1-10,人気4-6,1982,705,78.3,73.5,71.6,0
単勝,芝,MF複勝3位以内,5-15,人気4以下,4238,393,81.3,73.5,72.2,0
複勝,ダート,MF複勝3位以内,1-20,人気4以下,4900,1501,76.8,73.5,71.8,0
複勝,長距離1900+,MF複勝3位以内,5-15,人気4以下,1758,595,78.8,73.5,73.5,0
単勝,全体,MF複勝3位以内,5-30,人気1-3,8124,1034,78.3,73.5,70.6,0
複勝,長距離1900+,MF複勝3位以内,5-30,人気4-6,1940,636,78.7,73.5,75.3,0
複勝,道悪,MF複勝2位以内,5-15,人気1-6,971,370,80.3,73.5,71.3,0
複勝,長距離1900+,MF複勝2位以内,5-15,人気4以下,734,259,82.0,73.5,68.0,0
複勝,道悪,MF複勝2位以内,5-30,人気1-6,999,378,80.8,73.5,70.9,0
複勝,短距離-1400,MF複勝2位以内,5-30,人気4-6,1493,484,79.4,73.5,71.1,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,3-10,人気4-6,1290,156,85.9,73.5,70.9,1
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,3-10,人気4-6,1290,469,79.4,73.5,72.7,0
複勝,多頭数16+,MF複勝2位以内,10-20,人気4-6,577,157,85.6,73.5,66.6,1
複勝,多頭数16+,MF複勝3位以内,10-20,人気4-6,1555,396,80.3,73.5,70.0,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,1-10,人気4-6,2301,839,77.7,73.5,71.3,0
複勝,ダート,MF複勝3位以内,1-20,人気4-6,4450,1408,77.0,73.5,72.5,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-10,人気4以下,1300,158,86.6,73.5,70.7,2
単勝,道悪,MF複勝5位以内,3-10,人気不問,5015,760,78.9,73.5,75.6,0
単勝,全体,MF複勝3位以内,5-30,人気4-6,9120,792,79.2,73.5,74.7,0
単勝,芝,MF複勝1位,3-10,人気1-3,2807,554,79.1,73.4,67.5,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,5-15,人気1-3,7393,906,78.1,73.4,74.3,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-5,人気1-3,1297,265,82.2,73.4,75.8,0
複勝,全体,MF複勝2位以内,3-10,人気4以下,2579,931,77.5,73.4,76.2,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,5-30,人気1-6,3617,408,80.9,73.4,69.2,0
複勝,短距離-1400,MF複勝3位以内,1-10,人気4以下,1987,707,78.4,73.4,71.4,0
単勝,ダート,MF複勝2位以内,5-30,人気4-6,1888,190,85.2,73.4,68.1,0
複勝,長距離1900+,MF複勝5位以内,1-10,人気4-6,2521,909,77.7,73.4,74.5,0
単勝,長距離1900+,MF複勝5位以内,5-15,人気4以下,4354,401,81.9,73.4,72.1,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,3-10,人気4-6,2301,839,77.7,73.4,71.3,0
複勝,全体,MF複勝2位以内,1-10,人気4以下,2579,931,77.5,73.4,76.2,0
複勝,ダート,MF複勝1位,5-15,人気不問,1040,393,79.7,73.4,76.2,0
単勝,ダート,MF複勝5位以内,10-20,人気不問,6949,427,81.5,73.4,68.5,0
複勝,長距離1900+,MF複勝3位以内,5-15,人気4-6,1694,581,79.1,73.4,75.7,0
単勝,道悪,MF複勝5位以内,10-20,人気不問,1682,115,89.2,73.4,81.6,0
複勝,長距離1900+,MF複勝5位以内,3-10,人気4-6,2521,909,77.7,73.4,74.5,0
単勝,道悪,MF複勝2位以内,3-10,人気1-6,2080,369,81.4,73.4,68.9,0
複勝,長距離1900+,MF複勝3位以内,3-10,人気4-6,1164,436,79.6,73.4,73.1,0
単勝,少頭数-12,MF複勝3位以内,10-20,人気4以下,1029,72,93.8,73.4,73.6,1
複勝,全体,MF複勝2位以内,10-20,人気1-6,1279,357,80.9,73.4,66.2,0
複勝,芝,MF複勝3位以内,1-20,人気4-6,4455,1437,77.0,73.4,71.1,0
複勝,全体,MF複勝3位以内,5-30,人気4以下,10743,3137,75.8,73.4,72.1,0
複勝,短距離-1400,MF複勝3位以内,3-10,人気4-6,1982,705,78.3,73.4,71.6,0
単勝,全体,MF複勝2位以内,10-20,人気1-6,1279,92,92.2,73.4,61.4,2
単勝,芝,MF複勝5位以内,5-30,人気4以下,14769,1077,78.1,73.3,72.7,0
複勝,ダート,MF複勝1位,5-15,人気1-6,1012,387,80.0,73.3,76.6,0
複勝,短距離-1400,MF複勝3位以内,10-20,人気不問,1840,466,80.0,73.3,69.3,0
単勝,ダート,MF複勝5位以内,3-10,人気4以下,5503,588,79.9,73.3,75.0,0
単勝,多頭数16+,MF複勝1位,1-20,人気1-6,5319,1417,77.4,73.3,73.8,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,1-10,人気4-6,823,315,80.9,73.3,76.1,0
複勝,多頭数16+,MF複勝2位以内,5-30,人気4-6,1739,547,79.2,73.3,75.2,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,3-10,人気4以下,2304,839,77.6,73.3,71.0,0
単勝,少頭数-12,MF複勝5位以内,10-20,人気4以下,3650,223,83.7,73.3,64.3,1
単勝,長距離1900+,MF複勝3位以内,1-20,人気4以下,2050,194,85.4,73.3,77.7,1
単勝,堅いR(1人気=MF1位),MF複勝2位以内,1-20,人気4以下,1521,144,87.0,73.3,62.8,2
複勝,芝,MF複勝3位以内,5-30,人気4-6,4560,1439,76.7,73.3,70.6,0
単勝,道悪,MF複勝2位以内,3-10,人気不問,2081,369,81.4,73.3,68.9,0
複勝,ダート,MF複勝3位以内,10-20,人気1-6,1948,527,79.1,73.3,74.6,0
複勝,長距離1900+,MF複勝2位以内,5-15,人気4-6,705,250,81.6,73.3,68.7,0
複勝,ダート,MF複勝2位以内,5-15,人気4-6,1742,589,78.6,73.3,72.7,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,3-10,人気4以下,825,315,80.7,73.3,75.7,0
複勝,長距離1900+,MF複勝5位以内,1-20,人気4以下,5470,1651,76.7,73.3,74.6,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-10,人気不問,2488,388,81.0,73.3,59.1,0
複勝,ダート,MF複勝5位以内,1-10,人気4-6,5484,1910,76.3,73.3,72.7,0
単勝,長距離1900+,MF複勝3位以内,5-30,人気4-6,1940,184,85.4,73.2,76.5,0
複勝,芝,MF複勝3位以内,1-20,人気4以下,4941,1534,76.6,73.2,69.8,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,5-30,人気不問,785,278,81.2,73.2,74.6,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,1-20,人気4以下,4711,1447,76.8,73.2,72.1,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,1-10,人気4以下,825,315,80.7,73.2,75.7,0
複勝,芝,MF複勝5位以内,10-20,人気4-6,5417,1412,76.9,73.2,70.7,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,5-30,人気1-3,4659,585,79.6,73.2,71.9,0
複勝,長距離1900+,MF複勝2位以内,1-20,人気4-6,762,267,81.5,73.2,66.6,0
単勝,長距離1900+,MF複勝3位以内,5-30,人気1-6,3697,406,81.1,73.2,74.7,0
複勝,短距離-1400,MF複勝3位以内,5-30,人気4以下,4103,1179,77.2,73.2,67.7,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,5-15,人気4以下,1318,449,79.7,73.2,74.8,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-20,人気1-3,2353,405,80.1,73.2,58.5,0
単勝,長距離1900+,MF複勝5位以内,5-15,人気4-6,4156,386,81.3,73.2,72.8,0
単勝,道悪,MF複勝5位以内,3-10,人気1-6,5010,759,78.8,73.2,75.7,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,1-20,人気4-6,1409,472,79.9,73.2,72.4,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,1-10,人気4以下,2304,839,77.6,73.2,71.0,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-30,人気不問,5182,1597,76.4,73.2,72.7,0
複勝,全体,MF複勝3位以内,10-20,人気不問,4703,1198,77.4,73.2,72.0,0
単勝,全体,MF複勝2位以内,10-20,人気4-6,1198,86,92.0,73.2,65.9,1
単勝,長距離1900+,MF複勝3位以内,3-10,人気1-3,4772,856,78.2,73.2,73.4,0
単勝,全体,MF複勝2位以内,1-20,人気4以下,4162,384,81.2,73.2,73.0,0
複勝,芝,MF複勝5位以内,10-20,人気4以下,6907,1706,76.5,73.1,71.8,0
単勝,全体,MF複勝3位以内,10-20,人気1-6,3782,246,83.3,73.1,68.5,1
複勝,堅いR(1人気=MF1位),MF複勝3位以内,5-15,人気4-6,3788,1237,76.8,73.1,69.8,0
単勝,少頭数-12,MF複勝2位以内,5-15,人気不問,1849,226,83.6,73.1,72.4,1
複勝,長距離1900+,MF複勝5位以内,1-20,人気4-6,4910,1532,76.5,73.1,73.3,0
複勝,少頭数-12,MF複勝1位,5-30,人気不問,457,188,83.2,73.1,70.8,1
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-30,人気4以下,1233,388,80.1,73.1,74.3,0
複勝,ダート,MF複勝2位以内,1-10,人気4以下,1273,460,78.6,73.1,73.5,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,5-30,人気不問,9894,973,77.8,73.1,69.0,0
複勝,ダート,MF複勝2位以内,5-15,人気4以下,1827,611,79.1,73.1,72.4,0
複勝,全体,MF複勝2位以内,3-10,人気4-6,2569,925,77.2,73.0,75.8,0
複勝,多頭数16+,MF複勝3位以内,1-20,人気4-6,3799,1136,76.8,73.0,71.0,0
複勝,少頭数-12,MF複勝3位以内,1-20,人気4以下,2569,895,77.4,73.0,68.7,0
単勝,短距離-1400,MF複勝5位以内,5-30,人気不問,15292,1360,77.2,73.0,73.7,0
単勝,ダート,MF複勝2位以内,1-10,人気4-6,1268,150,86.2,73.0,66.4,1
複勝,全体,MF複勝3位以内,10-20,人気4-6,3496,915,77.5,73.0,71.5,0
複勝,長距離1900+,MF複勝5位以内,5-30,人気4-6,5263,1594,76.3,73.0,73.5,0
複勝,少頭数-12,MF複勝2位以内,1-20,人気4以下,991,366,79.8,73.0,64.8,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-15,人気4以下,1046,353,80.2,73.0,73.4,0
複勝,少頭数-12,MF複勝2位以内,1-10,人気4-6,668,274,80.2,73.0,60.7,0
複勝,少頭数-12,MF複勝2位以内,3-10,人気4-6,668,274,80.2,73.0,60.7,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,5-30,人気1-3,7439,907,77.8,73.0,73.9,0
複勝,道悪,MF複勝2位以内,5-30,人気不問,1066,389,79.8,73.0,69.2,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-15,人気4-6,2640,847,77.5,73.0,72.8,0
複勝,全体,MF複勝2位以内,10-20,人気4-6,1198,326,81.0,72.9,67.3,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-10,人気4以下,1851,650,78.0,72.9,70.4,0
複勝,少頭数-12,MF複勝3位以内,5-15,人気4-6,2134,779,77.6,72.9,69.1,0
複勝,全体,MF複勝2位以内,1-10,人気4-6,2569,925,77.2,72.9,75.8,0
単勝,多頭数16+,MF複勝1位,1-20,人気不問,5375,1419,77.1,72.9,73.1,0
単勝,全体,MF複勝2位以内,5-30,人気不問,8836,953,77.6,72.9,73.6,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,3-10,人気1-6,2447,375,80.7,72.9,58.9,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-10,人気1-6,2482,387,80.8,72.9,59.3,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-5,人気不問,2469,542,78.9,72.9,71.0,0
複勝,全体,MF複勝1位,5-15,人気1-6,2130,782,77.2,72.9,73.1,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-10,人気1-3,3784,714,78.2,72.9,64.0,0
単勝,全体,MF複勝3位以内,10-20,人気4以下,4417,276,82.2,72.9,71.8,0
単勝,多頭数16+,MF複勝2位以内,5-30,人気1-6,3867,441,80.1,72.9,71.1,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-15,人気4以下,1869,608,78.1,72.9,70.0,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-15,人気1-6,2782,323,81.6,72.9,65.8,0
単勝,長距離1900+,MF複勝2位以内,5-15,人気不問,1658,204,83.4,72.9,70.7,1
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-20,人気4-6,2857,898,77.3,72.8,71.9,0
単勝,少頭数-12,MF複勝5位以内,5-30,人気4以下,8161,610,79.4,72.8,73.6,0
複勝,多頭数16+,MF複勝2位以内,1-20,人気4以下,1947,589,78.3,72.8,73.4,0
単勝,多頭数16+,MF複勝3位以内,5-15,人気不問,7347,785,77.9,72.8,72.2,0
複勝,ダート,MF複勝1位,5-30,人気1-6,1033,391,79.6,72.8,75.1,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,3-10,人気不問,2453,376,80.8,72.8,58.6,0
複勝,少頭数-12,MF複勝2位以内,1-10,人気4以下,668,274,80.2,72.8,60.7,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,5-30,人気4-6,4501,1391,76.4,72.8,71.9,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-20,人気4以下,2126,662,77.8,72.8,68.9,0
複勝,少頭数-12,MF複勝2位以内,3-10,人気4以下,668,274,80.2,72.8,60.7,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,3-10,人気4-6,1837,643,77.5,72.8,70.3,0
複勝,短距離-1400,MF複勝2位以内,1-20,人気4以下,1665,521,78.5,72.8,71.3,0
単勝,全体,MF複勝3位以内,10-20,人気4-6,3496,227,83.7,72.8,70.4,1
単勝,少頭数-12,MF複勝3位以内,10-20,人気1-6,995,70,92.5,72.8,61.3,2
複勝,全体,MF複勝2位以内,5-30,人気4以下,4428,1343,76.5,72.7,72.0,0
単勝,長距離1900+,MF複勝3位以内,5-15,人気不問,3511,397,80.2,72.7,72.1,0
単勝,芝,MF複勝3位以内,5-30,人気4以下,5382,439,80.2,72.7,68.9,0
単勝,道悪,MF複勝1位,3-10,人気不問,782,154,84.3,72.7,64.0,0
単勝,全体,MF複勝2位以内,5-15,人気4以下,3695,355,81.2,72.7,72.1,0
複勝,長距離1900+,MF複勝3位以内,5-30,人気4以下,2237,688,77.8,72.7,72.8,0
複勝,長距離1900+,MF複勝3位以内,1-20,人気4-6,1892,629,78.1,72.7,73.9,0
単勝,多頭数16+,MF複勝1位,1-10,人気1-6,5192,1405,76.4,72.7,73.2,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,3-10,人気4以下,1851,650,78.0,72.6,70.4,0
複勝,ダート,MF複勝2位以内,3-10,人気4以下,1273,460,78.6,72.6,73.5,0
単勝,全体,MF複勝2位以内,5-15,人気1-3,4399,575,78.1,72.6,68.2,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,10-20,人気1-3,228,79,91.0,72.6,69.3,1
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,3-10,人気1-3,3357,580,78.4,72.6,62.7,0
単勝,道悪,MF複勝1位,3-10,人気1-6,781,154,84.5,72.6,64.0,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-10,人気4-6,1837,643,77.5,72.6,70.3,0
複勝,短距離-1400,MF複勝2位以内,5-15,人気4-6,1387,457,78.8,72.6,70.5,0
複勝,少頭数-12,MF複勝3位以内,5-15,人気4以下,2196,793,77.4,72.6,68.9,0
複勝,ダート,MF複勝2位以内,10-20,人気1-6,657,191,83.5,72.6,71.5,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-5,人気1-6,2469,542,78.9,72.6,71.0,0
複勝,ダート,MF複勝3位以内,5-30,人気4-6,4560,1413,76.2,72.6,70.9,0
複勝,ダート,MF複勝3位以内,5-30,人気4以下,5361,1557,76.0,72.6,70.6,0
複勝,全体,MF複勝1位,5-30,人気1-6,2170,790,77.0,72.6,72.4,0
複勝,長距離1900+,MF複勝2位以内,1-20,人気4以下,834,283,81.1,72.6,68.0,0
単勝,多頭数16+,MF複勝5位以内,1-10,人気4以下,4490,467,79.1,72.6,73.0,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-30,人気4-6,1842,596,77.8,72.5,69.2,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-20,人気1-3,3804,714,77.8,72.5,63.5,0
複勝,ダート,MF複勝3位以内,10-20,人気4-6,1792,477,79.3,72.5,74.0,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,5-30,人気1-6,718,262,80.4,72.5,72.4,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,5-30,人気4-6,1450,474,79.0,72.5,73.4,0
単勝,少頭数-12,MF複勝3位以内,10-20,人気4-6,900,64,94.8,72.5,68.8,1
複勝,多頭数16+,MF複勝3位以内,5-15,人気4以下,3684,1111,76.5,72.5,70.3,0
複勝,短距離-1400,MF複勝2位以内,3-10,人気4以下,996,358,79.2,72.5,68.1,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,5-30,人気4以下,5235,1522,76.4,72.5,70.7,0
単勝,ダート,MF複勝3位以内,5-15,人気不問,8112,862,77.2,72.5,73.4,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,5-30,人気4以下,15251,1065,77.5,72.5,71.8,0
単勝,少頭数-12,MF複勝2位以内,5-15,人気1-6,1820,224,83.6,72.5,73.6,1
単勝,多頭数16+,MF複勝5位以内,5-30,人気4以下,12131,865,78.1,72.5,74.2,0
単勝,多頭数16+,MF複勝1位,1-10,人気不問,5193,1405,76.4,72.5,73.2,0
単勝,全体,MF複勝2位以内,5-15,人気4-6,3508,342,81.0,72.5,71.2,0
複勝,長距離1900+,MF複勝3位以内,1-20,人気4以下,2050,661,77.7,72.5,73.0,0
単勝,全体,MF複勝2位以内,5-30,人気4-6,3803,355,80.6,72.5,70.9,0
複勝,道悪,MF複勝3位以内,5-30,人気不問,2338,787,77.1,72.5,72.1,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,3-10,人気1-3,2297,391,80.4,72.5,58.3,0
複勝,多頭数16+,MF複勝3位以内,1-20,人気4以下,4308,1234,76.1,72.4,70.6,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,3-10,人気4-6,823,98,88.6,72.4,68.0,2
単勝,長距離1900+,MF複勝3位以内,5-15,人気1-6,3447,393,80.4,72.4,73.2,0
単勝,多頭数16+,MF複勝5位以内,3-10,人気4-6,4479,466,79.1,72.4,73.2,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-15,人気4-6,1728,183,84.1,72.4,64.7,1
複勝,芝,MF複勝3位以内,5-30,人気4以下,5382,1580,75.7,72.4,69.0,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,1-10,人気4以下,825,98,88.3,72.4,68.0,1
単勝,長距離1900+,MF複勝3位以内,5-30,人気不問,3994,417,80.1,72.4,69.2,0
単勝,全体,MF複勝3位以内,1-10,人気4以下,5424,580,78.3,72.4,73.7,0
複勝,短距離-1400,MF複勝3位以内,10-20,人気4以下,1758,436,79.0,72.4,68.4,0
複勝,多頭数16+,MF複勝3位以内,10-20,人気不問,2173,535,78.6,72.4,70.2,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-30,人気4-6,2889,896,76.8,72.4,71.0,0
単勝,長距離1900+,MF複勝5位以内,1-10,人気4-6,2521,277,81.0,72.4,73.2,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,5-15,人気4-6,1274,436,78.9,72.3,74.7,0
単勝,芝,MF複勝5位以内,10-20,人気不問,7162,434,80.6,72.3,70.1,0
複勝,ダート,MF複勝2位以内,3-10,人気4-6,1268,457,78.3,72.3,73.0,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,3-10,人気4以下,825,98,88.3,72.3,68.0,1
単勝,少頭数-12,MF複勝3位以内,1-20,人気4以下,2569,237,82.7,72.3,67.0,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,10-20,人気不問,1617,106,87.5,72.3,61.4,1
複勝,長距離1900+,MF複勝5位以内,5-30,人気4以下,6376,1786,75.5,72.3,73.1,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-10,人気4-6,1290,156,85.9,72.3,70.9,1
複勝,堅いR(1人気=MF1位),MF複勝3位以内,10-20,人気1-6,2259,611,78.1,72.3,72.3,0
単勝,少頭数-12,MF複勝5位以内,5-15,人気4-6,5423,491,79.0,72.2,69.2,0
複勝,短距離-1400,MF複勝2位以内,1-10,人気4-6,993,357,79.1,72.2,68.1,0
単勝,全体,MF複勝2位以内,5-30,人気1-3,4408,576,78.3,72.2,67.9,0
単勝,多頭数16+,MF複勝2位以内,5-15,人気1-6,3755,434,79.3,72.2,71.1,0
単勝,少頭数-12,MF複勝3位以内,1-20,人気4-6,2437,229,82.6,72.2,65.0,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-15,人気4-6,1728,571,77.4,72.2,68.2,0
単勝,全体,MF複勝3位以内,3-10,人気4-6,5409,578,78.1,72.2,73.2,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-30,人気1-6,1752,207,83.1,72.2,54.7,0
単勝,短距離-1400,MF複勝5位以内,5-30,人気4以下,10611,775,77.5,72.2,73.6,0
単勝,短距離-1400,MF複勝3位以内,5-15,人気不問,6155,669,77.8,72.2,69.2,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,5-15,人気1-6,705,258,79.9,72.2,72.2,0
複勝,ダート,MF複勝3位以内,10-20,人気不問,2391,616,78.0,72.2,72.9,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-20,人気4-6,1843,601,77.8,72.2,68.9,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-5,人気1-3,2450,536,78.4,72.2,70.4,0
単勝,多頭数16+,MF複勝5位以内,10-20,人気1-6,4624,296,81.7,72.2,73.0,0
