券種,レース条件,馬,オッズ,人気,点数,的中,ROI,CI下,最悪年,年100超
複勝,短距離-1400,MF複勝5位以内,3-10,人気4-6,4048,1421,79.0,75.5,75.1,0
複勝,ダート,MF複勝5位以内,5-15,人気4以下,9707,3031,77.9,75.5,77.1,0
単勝,ダート,MF複勝5位以内,10-20,人気4-6,5270,340,83.9,75.5,74.4,0
複勝,ダート,MF複勝5位以内,5-15,人気4-6,9211,2916,77.9,75.5,77.1,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-10,人気4以下,753,285,83.2,75.5,72.7,0
複勝,短距離-1400,MF複勝5位以内,1-10,人気4以下,4063,1429,79.2,75.5,75.2,0
複勝,多頭数16+,MF複勝5位以内,1-20,人気4-6,8870,2602,78.0,75.4,75.8,0
単勝,芝,MF複勝3位以内,5-15,人気1-6,8183,928,80.5,75.4,77.3,0
複勝,多頭数16+,MF複勝2位以内,5-30,人気不問,4223,1468,79.0,75.4,75.7,0
複勝,芝,MF複勝5位以内,5-30,人気不問,21233,6687,77.2,75.4,74.2,0
複勝,短距離-1400,MF複勝5位以内,1-10,人気4-6,4048,1421,79.0,75.4,75.1,0
複勝,道悪,MF複勝3位以内,5-15,人気1-3,1008,414,81.2,75.4,68.3,0
複勝,ダート,MF複勝5位以内,10-20,人気4以下,6644,1650,79.0,75.4,76.2,0
複勝,短距離-1400,MF複勝3位以内,5-30,人気不問,7082,2364,78.2,75.4,74.8,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,5-30,人気1-6,3617,1397,79.0,75.4,78.6,0
単勝,道悪,MF複勝1位,1-5,人気1-3,1307,432,81.9,75.4,76.3,0
単勝,ダート,MF複勝5位以内,5-30,人気1-6,17639,1682,79.2,75.4,76.2,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-30,人気4以下,3828,331,85.1,75.4,64.3,0
複勝,短距離-1400,MF複勝3位以内,10-20,人気1-6,1412,384,83.0,75.4,73.2,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-10,人気不問,5635,933,80.6,75.4,72.8,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,3-10,人気1-6,5194,797,80.9,75.4,72.2,0
単勝,芝,MF複勝1位,1-20,人気不問,6717,1920,78.7,75.4,72.1,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,3-10,人気不問,7464,1340,79.7,75.4,75.3,0
単勝,ダート,MF複勝5位以内,5-30,人気4以下,14169,1052,80.3,75.3,74.9,0
複勝,道悪,MF複勝1位,3-10,人気1-6,781,383,81.3,75.3,76.5,0
複勝,多頭数16+,MF複勝3位以内,5-15,人気不問,7347,2548,77.9,75.3,74.4,0
複勝,多頭数16+,MF複勝5位以内,10-20,人気1-6,4624,1190,79.5,75.3,75.2,0
複勝,全体,MF複勝5位以内,10-20,人気4以下,13551,3356,77.7,75.3,74.4,0
単勝,少頭数-12,MF複勝5位以内,5-30,人気不問,11377,1038,80.6,75.3,75.9,0
単勝,ダート,MF複勝5位以内,5-30,人気不問,20351,1796,78.9,75.3,74.8,0
単勝,長距離1900+,MF複勝5位以内,3-10,人気1-3,6348,1112,79.2,75.3,73.2,0
単勝,ダート,MF複勝5位以内,10-20,人気1-6,5575,361,83.7,75.3,73.6,0
単勝,道悪,MF複勝2位以内,5-15,人気1-6,971,126,89.7,75.3,59.0,2
複勝,芝,MF複勝5位以内,5-30,人気4-6,11944,3624,77.5,75.3,74.2,0
複勝,多頭数16+,MF複勝3位以内,5-15,人気1-6,7117,2490,77.7,75.2,75.2,0
複勝,芝,MF複勝3位以内,5-30,人気1-6,8739,3120,77.6,75.2,74.6,0
単勝,長距離1900+,MF複勝3位以内,1-20,人気1-3,7201,1781,78.9,75.2,74.7,0
複勝,道悪,MF複勝5位以内,1-20,人気4-6,2703,828,79.9,75.2,79.1,0
単勝,堅いR(1人気=MF1位),MF複勝1位,3-10,人気不問,1824,433,81.7,75.2,75.9,0
複勝,少頭数-12,MF複勝1位,5-15,人気不問,432,184,85.3,75.2,73.9,1
複勝,多頭数16+,MF複勝2位以内,10-20,人気1-6,621,178,86.3,75.2,69.3,1
単勝,全体,MF複勝3位以内,5-30,人気1-6,17244,1826,78.8,75.2,76.4,0
複勝,短距離-1400,MF複勝2位以内,5-15,人気不問,3171,1161,79.1,75.2,75.6,0
単勝,道悪,MF複勝5位以内,1-10,人気1-6,6195,1225,79.8,75.2,76.3,0
単勝,道悪,MF複勝2位以内,5-15,人気不問,994,128,90.0,75.2,57.5,2
複勝,短距離-1400,MF複勝5位以内,10-20,人気1-6,3986,1047,80.0,75.2,73.6,0
単勝,長距離1900+,MF複勝5位以内,5-15,人気1-6,6879,737,80.8,75.2,75.9,0
複勝,多頭数16+,MF複勝5位以内,1-20,人気4以下,10340,2887,77.6,75.1,74.4,0
複勝,長距離1900+,MF複勝5位以内,5-30,人気不問,9106,2932,77.6,75.1,74.3,0
複勝,芝,MF複勝2位以内,5-30,人気1-6,4181,1559,78.5,75.1,75.7,0
複勝,道悪,MF複勝5位以内,5-15,人気4以下,2500,778,79.8,75.1,76.3,0
単勝,芝,MF複勝1位,1-20,人気1-6,6659,1917,78.6,75.1,73.0,0
複勝,芝,MF複勝2位以内,5-15,人気1-6,4029,1525,78.6,75.1,75.7,0
単勝,道悪,MF複勝5位以内,1-5,人気不問,3248,877,79.8,75.1,73.5,0
単勝,芝,MF複勝3位以内,5-30,人気4-6,4560,407,83.4,75.1,73.7,1
単勝,全体,MF複勝3位以内,5-15,人気1-6,16104,1775,78.7,75.1,75.1,0
単勝,道悪,MF複勝5位以内,1-10,人気不問,6200,1226,79.9,75.1,76.2,0
単勝,長距離1900+,MF複勝5位以内,5-30,人気1-6,7993,786,80.9,75.1,77.9,0
複勝,多頭数16+,MF複勝3位以内,5-30,人気1-6,7552,2583,77.7,75.1,74.8,0
単勝,多頭数16+,MF複勝1位,1-5,人気1-6,4207,1297,78.8,75.1,72.2,0
単勝,全体,MF複勝1位,3-10,人気1-6,6247,1196,79.3,75.0,75.6,0
複勝,道悪,MF複勝2位以内,5-15,人気1-3,543,233,83.2,75.0,68.7,0
複勝,ダート,MF複勝2位以内,1-20,人気4-6,1874,630,80.5,75.0,74.2,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,5-30,人気不問,3828,1431,78.5,75.0,76.3,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,10-20,人気4以下,7561,1907,78.3,75.0,73.1,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,3-10,人気4-6,5273,562,81.6,75.0,75.3,0
単勝,長距離1900+,MF複勝2位以内,3-10,人気1-6,3633,660,80.7,75.0,75.2,0
単勝,少頭数-12,MF複勝5位以内,1-20,人気4以下,7041,593,81.5,75.0,73.5,0
単勝,全体,MF複勝3位以内,5-30,人気不問,18867,1899,78.6,75.0,77.1,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,1-10,人気4-6,5273,562,81.6,75.0,75.3,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,5-30,人気1-6,20017,1870,78.6,75.0,74.8,0
複勝,芝,MF複勝2位以内,5-15,人気不問,4131,1546,78.3,75.0,74.3,0
複勝,全体,MF複勝5位以内,5-30,人気4以下,28938,7964,76.5,75.0,73.8,0
単勝,堅いR(1人気=MF1位),MF複勝1位,3-10,人気1-3,1824,433,81.7,75.0,75.9,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,3-10,人気4以下,1851,219,85.7,75.0,66.9,1
単勝,長距離1900+,MF複勝3位以内,3-10,人気不問,5939,992,79.4,75.0,73.6,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-30,人気不問,5182,509,82.9,75.0,70.7,0
複勝,短距離-1400,MF複勝5位以内,10-20,人気4-6,3810,983,79.5,75.0,72.1,0
複勝,少頭数-12,MF複勝2位以内,1-20,人気4-6,937,360,82.1,75.0,65.0,0
単勝,全体,MF複勝1位,3-10,人気不問,6249,1196,79.3,75.0,75.6,0
複勝,全体,MF複勝1位,5-15,人気1-3,1168,476,80.7,74.9,71.5,0
複勝,短距離-1400,MF複勝3位以内,5-30,人気4-6,3367,1058,79.3,74.9,72.1,0
単勝,多頭数16+,MF複勝5位以内,5-15,人気4-6,7680,688,81.2,74.9,72.8,0
複勝,ダート,MF複勝5位以内,5-30,人気4-6,11457,3390,77.2,74.9,75.9,0
複勝,全体,MF複勝3位以内,10-20,人気1-3,286,100,92.0,74.9,87.6,1
複勝,少頭数-12,MF複勝5位以内,1-10,人気4以下,3391,1311,78.2,74.9,74.9,0
単勝,少頭数-12,MF複勝3位以内,5-15,人気不問,4177,481,82.4,74.9,73.9,0
単勝,多頭数16+,MF複勝3位以内,3-10,人気1-6,11267,1825,78.2,74.9,76.2,0
複勝,少頭数-12,MF複勝5位以内,10-20,人気1-6,3370,965,79.7,74.9,74.2,0
複勝,少頭数-12,MF複勝5位以内,10-20,人気不問,3831,1062,79.4,74.9,73.5,0
複勝,道悪,MF複勝3位以内,5-30,人気1-3,1010,416,81.4,74.9,69.0,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,1-20,人気4-6,11565,941,79.9,74.9,69.7,0
単勝,芝,MF複勝3位以内,5-30,人気不問,9561,991,80.1,74.9,76.6,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,5-15,人気1-3,2158,920,79.1,74.9,76.3,0
単勝,多頭数16+,MF複勝1位,1-5,人気不問,4207,1297,78.8,74.9,72.2,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-10,人気4-6,1837,217,85.4,74.9,67.1,1
複勝,全体,MF複勝1位,5-30,人気1-3,1168,476,80.7,74.9,71.5,0
単勝,多頭数16+,MF複勝3位以内,3-10,人気不問,11272,1826,78.2,74.8,76.2,0
単勝,長距離1900+,MF複勝3位以内,3-10,人気1-6,5936,992,79.4,74.8,73.6,0
単勝,短距離-1400,MF複勝1位,3-10,人気1-6,2413,463,81.5,74.8,75.4,0
単勝,堅いR(1人気=MF1位),MF複勝1位,3-10,人気1-6,1824,433,81.7,74.8,75.9,0
単勝,ダート,MF複勝2位以内,1-20,人気4-6,1874,194,86.9,74.8,68.8,0
単勝,多頭数16+,MF複勝1位,1-10,人気1-3,4815,1380,78.7,74.8,76.6,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-10,人気4以下,1851,219,85.7,74.8,66.9,1
単勝,全体,MF複勝3位以内,1-20,人気4-6,8905,805,80.3,74.8,76.7,0
単勝,短距離-1400,MF複勝5位以内,3-10,人気4以下,4063,443,82.3,74.8,74.6,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,10-20,人気4-6,6292,1649,78.3,74.8,76.1,0
単勝,芝,MF複勝5位以内,5-30,人気不問,21233,1916,78.6,74.8,75.0,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,5-30,人気4以下,15251,4200,77.3,74.8,73.9,0
単勝,短距離-1400,MF複勝5位以内,1-20,人気4-6,7858,674,80.4,74.8,73.2,0
複勝,道悪,MF複勝2位以内,5-30,人気1-3,544,234,83.4,74.8,69.9,0
単勝,道悪,MF複勝5位以内,1-5,人気1-3,3236,874,79.6,74.7,73.8,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,5-15,人気不問,3476,406,82.5,74.7,73.0,0
単勝,芝,MF複勝5位以内,5-15,人気1-3,6435,839,80.0,74.7,73.0,0
単勝,短距離-1400,MF複勝5位以内,1-10,人気4-6,4048,441,82.1,74.7,74.8,0
複勝,長距離1900+,MF複勝5位以内,5-15,人気4以下,4354,1409,78.3,74.7,77.2,0
単勝,多頭数16+,MF複勝3位以内,3-10,人気1-3,9023,1594,78.6,74.7,75.7,0
単勝,少頭数-12,MF複勝3位以内,5-15,人気1-6,4115,476,82.1,74.7,73.2,0
複勝,多頭数16+,MF複勝5位以内,10-20,人気4-6,4391,1102,78.8,74.7,75.0,0
単勝,多頭数16+,MF複勝5位以内,5-15,人気1-6,13288,1378,79.1,74.7,74.7,0
単勝,道悪,MF複勝5位以内,1-10,人気1-3,4734,1066,79.1,74.7,76.0,0
単勝,道悪,MF複勝5位以内,1-5,人気1-6,3248,877,79.8,74.7,73.5,0
複勝,少頭数-12,MF複勝2位以内,5-15,人気4以下,879,336,82.0,74.7,67.2,0
単勝,芝,MF複勝5位以内,5-30,人気1-3,6464,839,79.7,74.7,72.7,0
複勝,長距離1900+,MF複勝2位以内,5-30,人気4-6,771,268,83.1,74.7,73.3,0
複勝,少頭数-12,MF複勝5位以内,3-10,人気4以下,3391,1311,78.2,74.7,74.9,0
単勝,多頭数16+,MF複勝1位,1-20,人気1-3,4821,1380,78.6,74.7,76.4,0
単勝,短距離-1400,MF複勝5位以内,1-10,人気4以下,4063,443,82.3,74.7,74.6,0
単勝,長距離1900+,MF複勝2位以内,3-10,人気不問,3636,660,80.7,74.7,75.1,0
複勝,少頭数-12,MF複勝5位以内,1-10,人気4-6,3379,1306,78.1,74.7,75.1,0
複勝,ダート,MF複勝5位以内,5-30,人気4以下,14169,3868,76.8,74.7,75.6,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,10-20,人気4以下,826,62,99.2,74.6,73.6,2
単勝,芝,MF複勝1位,1-10,人気1-6,6542,1907,78.0,74.6,72.1,0
複勝,芝,MF複勝3位以内,5-30,人気不問,9561,3261,76.9,74.6,73.4,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,3-10,人気4-6,747,280,82.1,74.6,71.4,0
複勝,少頭数-12,MF複勝3位以内,3-10,人気4-6,1537,618,79.6,74.6,71.6,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-20,人気4-6,1023,352,81.5,74.6,72.0,0
複勝,芝,MF複勝2位以内,5-30,人気不問,4514,1617,78.0,74.6,75.4,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-10,人気4-6,747,280,82.1,74.6,71.4,0
複勝,多頭数16+,MF複勝5位以内,10-20,人気不問,6083,1469,78.2,74.6,72.8,0
複勝,少頭数-12,MF複勝3位以内,1-10,人気4以下,1540,618,79.4,74.6,71.1,0
単勝,芝,MF複勝5位以内,10-20,人気4-6,5417,344,83.0,74.6,67.3,0
複勝,短距離-1400,MF複勝5位以内,5-30,人気4以下,10611,2857,77.1,74.6,72.8,0
単勝,全体,MF複勝2位以内,5-15,人気1-6,7907,917,79.4,74.6,77.9,0
複勝,全体,MF複勝2位以内,1-20,人気4-6,3767,1251,78.4,74.6,73.3,0
単勝,ダート,MF複勝2位以内,3-10,人気1-3,6898,1294,78.4,74.6,74.3,0
単勝,多頭数16+,MF複勝1位,1-5,人気1-3,4204,1296,78.7,74.6,72.3,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-30,人気4-6,1019,349,81.6,74.6,72.1,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-15,人気不問,2923,337,83.1,74.6,69.1,0
単勝,ダート,MF複勝2位以内,1-10,人気4以下,1273,151,86.5,74.6,66.4,1
複勝,少頭数-12,MF複勝5位以内,5-30,人気4-6,7188,2309,77.4,74.6,74.8,0
複勝,道悪,MF複勝5位以内,5-30,人気4以下,3541,979,78.9,74.6,76.2,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,3-10,人気1-3,6639,1242,78.6,74.6,72.1,0
単勝,短距離-1400,MF複勝5位以内,3-10,人気4-6,4048,441,82.1,74.5,74.8,0
複勝,多頭数16+,MF複勝3位以内,5-30,人気不問,8433,2733,77.1,74.5,73.2,0
複勝,短距離-1400,MF複勝5位以内,10-20,人気不問,5231,1284,78.4,74.5,71.3,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,1-20,人気4-6,1409,139,89.4,74.5,62.4,2
単勝,全体,MF複勝2位以内,5-15,人気不問,8094,930,79.5,74.5,77.7,0
単勝,長距離1900+,MF複勝2位以内,3-10,人気1-3,3100,595,80.0,74.5,74.7,0
単勝,道悪,MF複勝2位以内,1-20,人気4-6,455,54,98.6,74.5,33.6,4
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-20,人気不問,2918,417,82.5,74.5,59.0,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-20,人気4以下,1177,385,81.4,74.5,75.2,0
複勝,少頭数-12,MF複勝5位以内,3-10,人気4-6,3379,1306,78.1,74.5,75.1,0
単勝,芝,MF複勝1位,1-10,人気不問,6543,1907,78.0,74.5,72.1,0
複勝,短距離-1400,MF複勝2位以内,5-30,人気不問,3480,1215,78.5,74.5,76.2,0
単勝,道悪,MF複勝3位以内,1-10,人気1-6,4476,984,79.2,74.5,75.4,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,5-15,人気4-6,1274,130,89.6,74.5,68.0,2
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,3-10,人気4以下,1300,475,80.1,74.5,73.3,0
複勝,短距離-1400,MF複勝3位以内,1-20,人気4以下,3745,1143,78.7,74.5,71.2,0
単勝,多頭数16+,MF複勝5位以内,1-20,人気4-6,8870,744,80.2,74.5,75.5,0
複勝,多頭数16+,MF複勝5位以内,1-10,人気4以下,4490,1506,77.5,74.4,74.3,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,5-30,人気1-3,2167,923,79.0,74.4,76.1,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-30,人気不問,3319,1105,78.1,74.4,74.0,0
複勝,多頭数16+,MF複勝5位以内,5-30,人気4-6,9352,2664,77.1,74.4,74.4,0
複勝,多頭数16+,MF複勝5位以内,3-10,人気4以下,4490,1506,77.5,74.4,74.3,0
単勝,芝,MF複勝2位以内,5-30,人気1-6,4181,491,81.4,74.4,78.5,0
複勝,全体,MF複勝3位以内,1-20,人気4-6,8905,2845,77.0,74.4,74.8,0
単勝,道悪,MF複勝5位以内,1-20,人気1-3,4798,1069,78.9,74.4,74.9,0
単勝,全体,MF複勝3位以内,5-15,人気1-3,8090,1033,78.4,74.4,70.9,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,5-15,人気不問,8558,928,79.7,74.4,69.2,0
単勝,多頭数16+,MF複勝2位以内,3-10,人気1-3,6123,1120,78.7,74.4,76.6,0
複勝,少頭数-12,MF複勝3位以内,1-10,人気4-6,1537,618,79.6,74.4,71.6,0
複勝,少頭数-12,MF複勝3位以内,3-10,人気4以下,1540,618,79.4,74.4,71.1,0
複勝,多頭数16+,MF複勝3位以内,10-20,人気1-6,1669,441,81.4,74.4,71.2,0
単勝,全体,MF複勝2位以内,5-30,人気1-6,8211,931,79.4,74.4,77.3,0
複勝,少頭数-12,MF複勝5位以内,5-15,人気4-6,5423,1888,77.6,74.4,75.8,0
複勝,芝,MF複勝5位以内,10-20,人気1-6,5672,1502,78.0,74.4,72.3,0
複勝,短距離-1400,MF複勝3位以内,5-15,人気4-6,2993,965,78.4,74.4,70.6,0
単勝,芝,MF複勝5位以内,3-10,人気4以下,5796,616,79.9,74.3,72.0,0
単勝,短距離-1400,MF複勝1位,3-10,人気不問,2414,463,81.5,74.3,75.3,0
複勝,ダート,MF複勝2位以内,1-20,人気4以下,2056,665,79.5,74.3,72.2,0
複勝,ダート,MF複勝2位以内,10-20,人気4-6,606,173,85.0,74.3,75.4,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,1-20,人気4以下,12844,1005,79.4,74.3,70.5,0
単勝,全体,MF複勝5位以内,5-15,人気1-3,12588,1582,78.1,74.3,72.2,0
単勝,道悪,MF複勝3位以内,1-5,人気1-6,2808,780,79.2,74.3,72.5,0
複勝,全体,MF複勝3位以内,10-20,人気1-6,3782,1015,78.6,74.3,72.7,0
単勝,少頭数-12,MF複勝1位,3-10,人気1-6,1502,303,82.5,74.3,75.8,0
単勝,少頭数-12,MF複勝5位以内,5-30,人気4-6,7188,574,81.3,74.3,75.1,0
複勝,多頭数16+,MF複勝5位以内,1-10,人気4-6,4479,1500,77.3,74.3,74.2,0
単勝,多頭数16+,MF複勝2位以内,3-10,人気不問,7277,1239,78.4,74.3,75.1,0
複勝,少頭数-12,MF複勝5位以内,10-20,人気4以下,3650,1000,78.8,74.3,73.2,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-5,人気不問,1314,270,83.0,74.3,76.8,0
単勝,全体,MF複勝5位以内,5-30,人気1-3,12646,1583,77.8,74.3,71.8,0
複勝,道悪,MF複勝5位以内,5-30,人気4-6,2846,849,79.4,74.3,78.7,0
単勝,道悪,MF複勝3位以内,1-20,人気1-3,3808,910,79.3,74.3,75.5,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-15,人気4-6,972,337,80.9,74.2,74.7,0
単勝,全体,MF複勝3位以内,5-15,人気4以下,8421,774,79.7,74.2,74.2,0
複勝,芝,MF複勝3位以内,5-15,人気4以下,4238,1381,77.8,74.2,72.2,0
複勝,道悪,MF複勝5位以内,5-15,人気4-6,2346,738,79.3,74.2,76.8,0
単勝,道悪,MF複勝3位以内,1-10,人気不問,4477,984,79.2,74.2,75.4,0
単勝,芝,MF複勝5位以内,3-10,人気4-6,5776,615,80.0,74.2,72.2,0
複勝,全体,MF複勝3位以内,1-20,人気4以下,9841,3035,76.7,74.2,74.3,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,5-30,人気不問,22690,1972,77.6,74.2,74.6,0
単勝,全体,MF複勝3位以内,1-20,人気4以下,9841,856,80.0,74.2,76.0,0
単勝,短距離-1400,MF複勝5位以内,5-30,人気1-6,12951,1267,78.5,74.2,74.1,0
複勝,全体,MF複勝3位以内,5-15,人気4以下,8421,2709,76.7,74.2,72.9,0
複勝,少頭数-12,MF複勝5位以内,5-15,人気4以下,5606,1930,77.5,74.2,76.3,0
単勝,芝,MF複勝5位以内,1-10,人気4-6,5776,615,80.0,74.2,72.2,0
単勝,長距離1900+,MF複勝5位以内,1-20,人気4-6,4910,428,81.8,74.2,73.2,0
単勝,ダート,MF複勝5位以内,10-20,人気4以下,6644,406,81.5,74.1,68.9,0
単勝,ダート,MF複勝2位以内,1-20,人気4以下,2056,203,85.3,74.1,65.7,1
単勝,芝,MF複勝3位以内,5-15,人気1-3,4161,552,80.5,74.1,71.1,0
複勝,全体,MF複勝3位以内,1-10,人気4以下,5424,1937,76.8,74.1,74.5,0
複勝,短距離-1400,MF複勝5位以内,10-20,人気4以下,5055,1220,78.0,74.1,70.0,0
複勝,道悪,MF複勝2位以内,5-15,人気不問,994,377,80.8,74.1,72.7,0
複勝,全体,MF複勝3位以内,3-10,人気4以下,5424,1937,76.8,74.1,74.5,0
複勝,芝,MF複勝5位以内,10-20,人気不問,7162,1796,77.4,74.1,72.2,0
複勝,少頭数-12,MF複勝5位以内,10-20,人気4-6,3189,903,79.1,74.1,74.0,0
単勝,芝,MF複勝5位以内,1-10,人気4以下,5796,616,79.9,74.1,72.0,0
単勝,道悪,MF複勝3位以内,1-5,人気1-3,2799,777,79.0,74.1,72.5,0
単勝,少頭数-12,MF複勝5位以内,10-20,人気4-6,3189,202,86.1,74.1,67.7,1
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-5,人気1-6,1314,270,83.0,74.1,76.8,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-15,人気4以下,2899,286,83.0,74.1,71.0,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,3-10,人気4-6,1837,217,85.4,74.1,67.1,1
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,3-10,人気4以下,1300,158,86.6,74.1,70.7,2
複勝,長距離1900+,MF複勝5位以内,5-15,人気4-6,4156,1358,77.9,74.1,75.3,0
複勝,多頭数16+,MF複勝5位以内,3-10,人気4-6,4479,1500,77.3,74.1,74.2,0
単勝,多頭数16+,MF複勝5位以内,5-30,人気1-6,14974,1444,78.3,74.0,74.6,0
単勝,少頭数-12,MF複勝1位,3-10,人気不問,1502,303,82.5,74.0,75.8,0
複勝,全体,MF複勝2位以内,1-20,人気4以下,4162,1326,77.6,74.0,72.8,0
単勝,長距離1900+,MF複勝3位以内,1-20,人気4-6,1892,187,87.3,74.0,80.6,0
単勝,多頭数16+,MF複勝2位以内,3-10,人気1-6,7273,1239,78.4,74.0,75.1,0
単勝,全体,MF複勝2位以内,1-20,人気4-6,3767,365,82.7,74.0,73.6,0
単勝,道悪,MF複勝3位以内,1-5,人気不問,2808,780,79.2,74.0,72.5,0
複勝,芝,MF複勝5位以内,5-30,人気4以下,14769,4096,76.2,74.0,72.1,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-15,人気4-6,2640,269,83.7,74.0,67.7,0
複勝,全体,MF複勝3位以内,1-10,人気4-6,5409,1930,76.7,74.0,74.5,0
単勝,長距離1900+,MF複勝5位以内,1-20,人気4以下,5470,458,81.5,74.0,76.0,0
単勝,芝,MF複勝3位以内,5-30,人気1-3,4179,552,80.1,74.0,70.9,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-10,人気4以下,1300,475,80.1,74.0,73.3,0
複勝,芝,MF複勝3位以内,3-10,人気4以下,2759,1002,77.9,74.0,74.3,0
複勝,短距離-1400,MF複勝3位以内,5-15,人気4以下,3185,1010,78.4,74.0,71.5,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-15,人気4以下,1869,197,86.2,74.0,70.8,1
単勝,多頭数16+,MF複勝5位以内,1-20,人気4以下,10340,817,79.2,73.9,74.8,0
複勝,ダート,MF複勝2位以内,5-30,人気4-6,1888,623,79.4,73.9,73.1,0
複勝,短距離-1400,MF複勝3位以内,3-10,人気4以下,1987,707,78.4,73.9,71.4,0
複勝,全体,MF複勝2位以内,5-15,人気4以下,3695,1215,77.5,73.9,74.6,0
複勝,芝,MF複勝3位以内,1-10,人気4-6,2751,999,77.8,73.9,74.4,0
複勝,全体,MF複勝3位以内,5-30,人気4-6,9120,2852,76.4,73.9,74.1,0
単勝,ダート,MF複勝5位以内,1-10,人気4以下,5503,588,79.9,73.9,75.0,0
単勝,芝,MF複勝5位以内,10-20,人気4以下,6907,420,81.4,73.9,71.2,0
複勝,芝,MF複勝3位以内,1-10,人気4以下,2759,1002,77.9,73.9,74.3,0
単勝,短距離-1400,MF複勝5位以内,1-20,人気4以下,9118,737,79.4,73.9,74.1,0
単勝,ダート,MF複勝2位以内,3-10,人気4以下,1273,151,86.5,73.9,66.4,1
単勝,長距離1900+,MF複勝1位,3-10,人気不問,1335,271,82.5,73.9,79.3,0
複勝,全体,MF複勝2位以内,5-30,人気4-6,3803,1239,77.9,73.9,73.8,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,10-20,人気不問,841,62,97.5,73.9,72.8,2
単勝,堅いR(1人気=MF1位),MF複勝3位以内,5-15,人気1-6,8417,916,79.2,73.9,68.7,0
単勝,ダート,MF複勝5位以内,3-10,人気4-6,5484,585,79.7,73.9,75.2,0
複勝,多頭数16+,MF複勝5位以内,10-20,人気4以下,5850,1381,77.6,73.9,72.6,0
単勝,道悪,MF複勝3位以内,1-20,人気1-6,4924,1011,79.0,73.8,73.5,0
複勝,少頭数-12,MF複勝5位以内,5-30,人気4以下,8161,2477,76.5,73.8,72.2,0
複勝,少頭数-12,MF複勝3位以内,1-20,人気4-6,2437,871,78.2,73.8,69.5,0
複勝,長距離1900+,MF複勝3位以内,3-10,人気4以下,1167,438,79.9,73.8,73.9,0
単勝,短距離-1400,MF複勝5位以内,5-30,人気4-6,8270,682,79.7,73.8,76.0,0
単勝,ダート,MF複勝2位以内,3-10,人気4-6,1268,150,86.2,73.8,66.4,1
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-20,人気4以下,1177,123,89.5,73.8,69.3,2
複勝,長距離1900+,MF複勝3位以内,1-10,人気4以下,1167,438,79.9,73.8,73.9,0
複勝,全体,MF複勝3位以内,3-10,人気4-6,5409,1930,76.7,73.8,74.5,0
